GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	1963
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	BCBAIBPD_00001	maeB	Cluster_69611
Operon2617	BCBAIBPD_04008	Unknown_Gene	Cluster_237
Operon2618	BCBAIBPD_04009	Unknown_Gene	Cluster_43476
Operon2619	BCBAIBPD_04010	Unknown_Gene	Cluster_86847
Operon2620	BCBAIBPD_04011	dmlR_13	Cluster_106362
Operon2621	BCBAIBPD_04012	Unknown_Gene	Cluster_106362
Operon2622	BCBAIBPD_04013	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2623	BCBAIBPD_04014	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2623	BCBAIBPD_04015	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2624	BCBAIBPD_04016	fan1	Cluster_95709
Operon2624	BCBAIBPD_04017	dinG_4	Cluster_95709
Operon2625	BCBAIBPD_04018	xerC_5	Cluster_45443
Operon2626	BCBAIBPD_04019	ureD	Cluster_36155
Operon2626	BCBAIBPD_04020	ureA	Cluster_36155
Operon2626	BCBAIBPD_04021	ureB	Cluster_36155
Operon2626	BCBAIBPD_04022	ureC	Cluster_36155
Operon2626	BCBAIBPD_04023	ureE	Cluster_36155
Operon2626	BCBAIBPD_04024	Unknown_Gene	Cluster_36155
Operon2626	BCBAIBPD_04025	ureF	Cluster_36155
Operon2626	BCBAIBPD_04026	ureG	Cluster_36155
Operon2627	BCBAIBPD_04027	mdoB_2	Cluster_93135
Operon2628	BCBAIBPD_04028	Unknown_Gene	Cluster_157569
Operon2628	BCBAIBPD_04029	Unknown_Gene	Cluster_157569
Operon2628	BCBAIBPD_04030	Unknown_Gene	Cluster_157569
Operon2629	BCBAIBPD_04031	Unknown_Gene	Cluster_154666
Operon2629	BCBAIBPD_04032	Unknown_Gene	Cluster_154666
Operon2629	BCBAIBPD_04033	Unknown_Gene	Cluster_154666
Operon2630	BCBAIBPD_04034	nadR	Cluster_108947
Operon2630	BCBAIBPD_04035	pnuC	Cluster_108947
Operon2631	BCBAIBPD_04036	mcpP	Cluster_32561
Operon2632	BCBAIBPD_04037	uppP	Cluster_32561
Operon2632	BCBAIBPD_04038	Unknown_Gene	Cluster_32561
Operon2633	BCBAIBPD_04039	dmlR_14	Cluster_97175
Operon2634	BCBAIBPD_04040	azoR1	Cluster_97175
Operon2635	BCBAIBPD_04041	eamA_2	Cluster_63159
Operon2636	BCBAIBPD_04042	Unknown_Gene	Cluster_95710
Operon2637	BCBAIBPD_04043	Unknown_Gene	Cluster_32628
Operon2638	BCBAIBPD_04044	ampC	Cluster_107567
Operon2639	BCBAIBPD_04045	Unknown_Gene	Cluster_107567
Operon2640	BCBAIBPD_04046	puuR_2	Cluster_90470
Operon2641	BCBAIBPD_04047	Unknown_Gene	Cluster_95027
Operon2641	BCBAIBPD_04048	srpA	Cluster_95027
Operon2642	BCBAIBPD_04049	sigR	Cluster_95027
Operon2642	BCBAIBPD_04050	Unknown_Gene	Cluster_95027
Operon2643	BCBAIBPD_04051	xthA_2	Cluster_80076
Operon2644	BCBAIBPD_04052	Unknown_Gene	Cluster_80076
Operon2644	BCBAIBPD_04053	tamA	Cluster_80076
Operon2644	BCBAIBPD_04054	tamB	Cluster_80076
Operon2645	BCBAIBPD_04055	Unknown_Gene	Cluster_128579
Operon2646	BCBAIBPD_04056	Unknown_Gene	Cluster_148339
Operon2647	BCBAIBPD_04057	Unknown_Gene	Cluster_46620
Operon2648	BCBAIBPD_04058	Unknown_Gene	Cluster_84052
Operon2649	BCBAIBPD_04059	Unknown_Gene	Cluster_84052
Operon2650	BCBAIBPD_04060	Unknown_Gene	Cluster_44224
Operon2651	BCBAIBPD_04061	pvdQ	Cluster_44224
Operon2652	BCBAIBPD_04062	lpxH	Cluster_43754
Operon2652	BCBAIBPD_04063	Unknown_Gene	Cluster_43754
Operon2653	BCBAIBPD_04064	glnS	Cluster_43754
Operon2653	BCBAIBPD_04065	cysS	Cluster_43754
Operon2654	BCBAIBPD_04066	eda	Cluster_58850
Operon2654	BCBAIBPD_04067	nagB	Cluster_58850
Operon2654	BCBAIBPD_04068	zwf_3	Cluster_58850
Operon2655	BCBAIBPD_04069	hexR_2	Cluster_58850
Operon2656	BCBAIBPD_04070	yeaD_2	Cluster_105696
Operon2657	BCBAIBPD_04071	oprB_2	Cluster_160083
Operon2657	BCBAIBPD_04072	ugpC	Cluster_160083
Operon2657	BCBAIBPD_04073	ngcG	Cluster_160083
Operon2657	BCBAIBPD_04074	melD	Cluster_160083
Operon2658	BCBAIBPD_04075	Unknown_Gene	Cluster_114867
Operon2659	BCBAIBPD_04076	yihS	Cluster_141807
Operon2660	BCBAIBPD_04077	sasA_13	Cluster_137240
Operon2660	BCBAIBPD_04078	ompR_6	Cluster_137240
Operon2661	BCBAIBPD_04079	glk	Cluster_40070
Operon2661	BCBAIBPD_04080	edd	Cluster_40070
Operon2662	BCBAIBPD_04081	gapA	Cluster_40070
Operon2663	BCBAIBPD_04082	carQ	Cluster_58725
Operon2664	BCBAIBPD_04083	fecR_4	Cluster_131536
Operon2665	BCBAIBPD_04084	hemR	Cluster_66330
Operon2666	BCBAIBPD_04085	pigA_1	Cluster_85629
Operon2667	BCBAIBPD_04086	ybaN_2	Cluster_153156
Operon2668	BCBAIBPD_04087	arcD_1	Cluster_16775
Operon2669	BCBAIBPD_04088	arcD_2	Cluster_16775
Operon2669	BCBAIBPD_04089	arcA	Cluster_16775
Operon2670	BCBAIBPD_04090	arcB_2	Cluster_140439
Operon2671	BCBAIBPD_04091	arcC1	Cluster_125348
Operon2671	BCBAIBPD_04092	Unknown_Gene	Cluster_125348
Operon2672	BCBAIBPD_04093	tyrR_2	Cluster_137492
Operon2673	BCBAIBPD_04094	gltS	Cluster_74833
Operon2674	BCBAIBPD_04095	gcvH_2	Cluster_16859
Operon2674	BCBAIBPD_04096	gcvP	Cluster_16859
Operon2675	BCBAIBPD_04097	gcvT_2	Cluster_129414
Operon2676	BCBAIBPD_04098	cspA_2	Cluster_23349
Operon2677	BCBAIBPD_04099	Unknown_Gene	Cluster_124687
Operon2678	BCBAIBPD_04100	lptG	Cluster_31883
Operon2678	BCBAIBPD_04101	lptF	Cluster_31883
Operon2679	BCBAIBPD_04102	pepA	Cluster_31883
Operon2679	BCBAIBPD_04103	holC	Cluster_31883
Operon2679	BCBAIBPD_04104	Unknown_Gene	Cluster_31883
Operon2680	BCBAIBPD_04105	valS	Cluster_34326
Operon2681	BCBAIBPD_04106	leuA	Cluster_18408
Operon2682	BCBAIBPD_04107	Unknown_Gene	Cluster_117432
Operon2682	BCBAIBPD_04108	xseA	Cluster_117432
Operon2682	BCBAIBPD_04109	catM	Cluster_117432
Operon2683	BCBAIBPD_04110	Unknown_Gene	Cluster_117432
Operon2683	BCBAIBPD_04111	Unknown_Gene	Cluster_117432
Operon2684	BCBAIBPD_04112	guaB	Cluster_91829
Operon2685	BCBAIBPD_04113	guaA	Cluster_109851
Operon2686	BCBAIBPD_04114	Unknown_Gene	Cluster_78272
Operon2686	BCBAIBPD_04115	mtaD	Cluster_78272
Operon2687	BCBAIBPD_04116	pgrR	Cluster_78272
Operon2688	BCBAIBPD_04117	Unknown_Gene	Cluster_71331
Operon2689	BCBAIBPD_04118	hpxO	Cluster_91063
Operon2690	BCBAIBPD_04119	dmlR_15	Cluster_91063
Operon2691	BCBAIBPD_04120	Unknown_Gene	Cluster_65287
Operon2692	BCBAIBPD_04121	rhaR_2	Cluster_70127
Operon2693	BCBAIBPD_04122	Unknown_Gene	Cluster_70127
Operon2693	BCBAIBPD_04123	Unknown_Gene	Cluster_70127
Operon2693	BCBAIBPD_04124	Unknown_Gene	Cluster_70127
Operon2693	BCBAIBPD_04125	htpX_2	Cluster_70127
Operon2694	BCBAIBPD_04126	mco	Cluster_98034
Operon2694	BCBAIBPD_04127	tadA	Cluster_98034
Operon2695	BCBAIBPD_04128	mltF_3	Cluster_30340
Operon2696	BCBAIBPD_04129	purL	Cluster_30340
Operon2696	BCBAIBPD_04130	Unknown_Gene	Cluster_30340
Operon2697	BCBAIBPD_04131	Unknown_Gene	Cluster_112499
Operon2698	BCBAIBPD_04132	Unknown_Gene	Cluster_103484
Operon2699	BCBAIBPD_04133	Unknown_Gene	Cluster_5954
Operon2700	BCBAIBPD_04134	Unknown_Gene	Cluster_90469
Operon2701	BCBAIBPD_04135	shlA	Cluster_78279
Operon2701	BCBAIBPD_04136	shlB_2	Cluster_78279
Operon2702	BCBAIBPD_04137	Unknown_Gene	Cluster_129874
Operon2703	BCBAIBPD_04138	nudC_3	Cluster_100777
Operon2704	BCBAIBPD_04139	nudL	Cluster_100777
Operon2704	BCBAIBPD_04140	yrdA_2	Cluster_100777
Operon2704	BCBAIBPD_04141	Unknown_Gene	Cluster_100777
Operon2705	BCBAIBPD_04142	Unknown_Gene	Cluster_140440
Operon2706	BCBAIBPD_04143	purT	Cluster_132956
Operon2707	BCBAIBPD_04144	ydeP_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2708	BCBAIBPD_04145	Unknown_Gene	Cluster_124441
Operon2708	BCBAIBPD_04146	Unknown_Gene	Cluster_124441
Operon2709	BCBAIBPD_04147	pmdD_2	Cluster_118096
Operon2710	BCBAIBPD_04148	ttuB_4	Cluster_135897
Operon2711	BCBAIBPD_04149	Unknown_Gene	Cluster_51893
Operon2712	BCBAIBPD_04150	proA_2	Cluster_51893
Operon2713	BCBAIBPD_04151	entS_2	Cluster_138686
Operon2714	BCBAIBPD_04152	yciE	Cluster_65292
Operon2715	BCBAIBPD_04153	Unknown_Gene	Cluster_65292
Operon2716	BCBAIBPD_04154	cyoD_1	Cluster_50213
Operon2716	BCBAIBPD_04155	cyoC_1	Cluster_50213
Operon2716	BCBAIBPD_04156	cyoB_1	Cluster_50213
Operon2716	BCBAIBPD_04157	cyoA_1	Cluster_50213
Operon2717	BCBAIBPD_04158	yhdG	Cluster_50213
Operon2718	BCBAIBPD_04159	Unknown_Gene	Cluster_117433
Operon2719	BCBAIBPD_04160	hcaR_2	Cluster_29512
Operon2720	BCBAIBPD_04161	Unknown_Gene	Cluster_29512
Operon2720	BCBAIBPD_04162	Unknown_Gene	Cluster_29512
Operon2721	BCBAIBPD_04163	Unknown_Gene	Cluster_26543
Operon2722	BCBAIBPD_04164	Unknown_Gene	Cluster_26543
Operon2723	BCBAIBPD_04165	Unknown_Gene	Cluster_15704
Operon2724	BCBAIBPD_04166	Unknown_Gene	Cluster_137253
Operon2725	BCBAIBPD_04167	Unknown_Gene	Cluster_137253
Operon2726	BCBAIBPD_04168	Unknown_Gene	Cluster_165420
Operon2726	BCBAIBPD_04169	Unknown_Gene	Cluster_165420
Operon2726	BCBAIBPD_04170	Unknown_Gene	Cluster_165420
Operon2726	BCBAIBPD_04171	Unknown_Gene	Cluster_165420
Operon2726	BCBAIBPD_04172	Unknown_Gene	Cluster_165420
Operon2726	BCBAIBPD_04173	era_2	Cluster_165420
Operon2726	BCBAIBPD_04174	Unknown_Gene	Cluster_165420
Operon2727	BCBAIBPD_04175	nodD2_2	Cluster_58060
Operon2728	BCBAIBPD_04176	ppsC	Cluster_58060
Operon2729	BCBAIBPD_04177	dat	NO_CLUSTER_ASSOCIATION_FOUND
Operon2730	BCBAIBPD_04178	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2731	BCBAIBPD_04179	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2732	BCBAIBPD_04180	lgrD_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon2733	BCBAIBPD_04181	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2734	BCBAIBPD_04182	lgrD_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2735	BCBAIBPD_04183	aes	Cluster_144277
Operon2736	BCBAIBPD_04184	Unknown_Gene	Cluster_24141
Operon2737	BCBAIBPD_04185	lgrB	Cluster_24141
Operon2738	BCBAIBPD_04186	ybhF	Cluster_6105
Operon2738	BCBAIBPD_04187	Unknown_Gene	Cluster_6105
Operon2738	BCBAIBPD_04188	Unknown_Gene	Cluster_6105
Operon2739	BCBAIBPD_04189	dsbG	Cluster_35562
Operon2739	BCBAIBPD_04190	resA_2	Cluster_35562
Operon2739	BCBAIBPD_04191	dsbD_2	Cluster_35562
Operon2740	BCBAIBPD_04192	Unknown_Gene	Cluster_35562
Operon2740	BCBAIBPD_04193	hcrC	Cluster_35562
Operon2740	BCBAIBPD_04194	Unknown_Gene	Cluster_35562
Operon2740	BCBAIBPD_04195	Unknown_Gene	Cluster_35562
Operon2740	BCBAIBPD_04196	pucB	Cluster_35562
Operon2741	BCBAIBPD_04197	qseB_2	Cluster_19888
Operon2741	BCBAIBPD_04198	qseC	Cluster_19888
Operon2742	BCBAIBPD_04199	Unknown_Gene	Cluster_165419
Operon2742	BCBAIBPD_04200	Unknown_Gene	Cluster_165419
Operon2743	BCBAIBPD_04201	Unknown_Gene	Cluster_6722
Operon2744	BCBAIBPD_04202	Unknown_Gene	Cluster_128580
Operon2745	BCBAIBPD_04203	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2746	BCBAIBPD_04204	Unknown_Gene	Cluster_114115
Operon2747	BCBAIBPD_04205	Unknown_Gene	Cluster_140993
Operon2748	BCBAIBPD_04206	Unknown_Gene	Cluster_94551
Operon2749	BCBAIBPD_04207	Unknown_Gene	Cluster_94551
Operon2750	BCBAIBPD_04208	dapb1	Cluster_98040
Operon2751	BCBAIBPD_04209	Unknown_Gene	Cluster_98040
Operon2751	BCBAIBPD_04210	yafJ	Cluster_98040
Operon2751	BCBAIBPD_04211	Unknown_Gene	Cluster_98040
Operon2752	BCBAIBPD_04212	hdfR_7	Cluster_95981
Operon2753	BCBAIBPD_04213	nanT_2	Cluster_95981
Operon2753	BCBAIBPD_04214	pxpA3	Cluster_95981
Operon2753	BCBAIBPD_04215	pxpB	Cluster_95981
Operon2753	BCBAIBPD_04216	pxpC	Cluster_95981
Operon2754	BCBAIBPD_04217	Unknown_Gene	Cluster_62358
Operon2754	BCBAIBPD_04218	Unknown_Gene	Cluster_62358
Operon2755	BCBAIBPD_04219	Unknown_Gene	Cluster_95032
Operon2756	BCBAIBPD_04220	cysK	Cluster_95032
Operon2757	BCBAIBPD_04221	Unknown_Gene	Cluster_71479
Operon2758	BCBAIBPD_04222	Unknown_Gene	Cluster_112018
Operon2758	BCBAIBPD_04223	Unknown_Gene	Cluster_112018
Operon2759	BCBAIBPD_04224	Unknown_Gene	Cluster_76352
Operon2760	BCBAIBPD_04225	cvfB	Cluster_76352
Operon2761	BCBAIBPD_04226	Unknown_Gene	Cluster_53617
Operon2762	BCBAIBPD_04227	Unknown_Gene	Cluster_53617
Operon2763	BCBAIBPD_04228	Unknown_Gene	Cluster_79932
Operon2764	BCBAIBPD_04229	Unknown_Gene	Cluster_118834
Operon2765	BCBAIBPD_04230	phaJ	Cluster_32775
Operon2766	BCBAIBPD_04231	fadD_1	Cluster_32775
Operon2767	BCBAIBPD_04232	fadD_2	Cluster_33614
Operon2768	BCBAIBPD_04233	puuB_5	NO_CLUSTER_ASSOCIATION_FOUND
Operon2768	BCBAIBPD_04234	puuA_6	NO_CLUSTER_ASSOCIATION_FOUND
Operon2769	BCBAIBPD_04235	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2770	BCBAIBPD_04236	Unknown_Gene	Cluster_78276
Operon2771	BCBAIBPD_04237	dusC	Cluster_153955
Operon2772	BCBAIBPD_04238	ibpB	Cluster_95038
Operon2773	BCBAIBPD_04239	Unknown_Gene	Cluster_149961
Operon2774	BCBAIBPD_04240	cmpR_6	Cluster_95132
Operon2775	BCBAIBPD_04241	leuC	Cluster_95132
Operon2775	BCBAIBPD_04242	leuD1	Cluster_95132
Operon2776	BCBAIBPD_04243	ycgJ	Cluster_90472
Operon2777	BCBAIBPD_04244	leuB	Cluster_150975
Operon2778	BCBAIBPD_04245	asd	Cluster_143500
Operon2779	BCBAIBPD_04246	usg	Cluster_67064
Operon2780	BCBAIBPD_04247	Unknown_Gene	Cluster_137499
Operon2781	BCBAIBPD_04248	truA	Cluster_108460
Operon2782	BCBAIBPD_04249	trpF	Cluster_147801
Operon2783	BCBAIBPD_04250	accD	Cluster_51686
Operon2783	BCBAIBPD_04251	folC	Cluster_51686
Operon2783	BCBAIBPD_04252	dedD	Cluster_51686
Operon2784	BCBAIBPD_04253	Unknown_Gene	Cluster_78839
Operon2784	BCBAIBPD_04254	purF_1	Cluster_78839
Operon2784	BCBAIBPD_04255	metZ	Cluster_78839
Operon2784	BCBAIBPD_04256	gdhI	Cluster_78839
Operon2785	BCBAIBPD_04257	Unknown_Gene	Cluster_52570
Operon2786	BCBAIBPD_04258	Unknown_Gene	Cluster_141233
Operon2787	BCBAIBPD_04259	Unknown_Gene	Cluster_118338
Operon2788	BCBAIBPD_04260	Unknown_Gene	Cluster_94314
Operon2789	BCBAIBPD_04261	Unknown_Gene	Cluster_11457
Operon2789	BCBAIBPD_04262	dnaB_3	Cluster_11457
Operon2789	BCBAIBPD_04263	Unknown_Gene	Cluster_11457
Operon2789	BCBAIBPD_04264	Unknown_Gene	Cluster_11457
Operon2789	BCBAIBPD_04265	Unknown_Gene	Cluster_11457
Operon2789	BCBAIBPD_04266	Unknown_Gene	Cluster_11457
Operon2789	BCBAIBPD_04267	Unknown_Gene	Cluster_11457
Operon2789	BCBAIBPD_04268	Unknown_Gene	Cluster_11457
Operon2789	BCBAIBPD_04269	Unknown_Gene	Cluster_11457
Operon2789	BCBAIBPD_04270	Unknown_Gene	Cluster_11457
Operon2790	BCBAIBPD_04271	Unknown_Gene	Cluster_6598
Operon2791	BCBAIBPD_04272	prtR_2	Cluster_6598
Operon2792	BCBAIBPD_04273	Unknown_Gene	Cluster_102250
Operon2793	BCBAIBPD_04274	Unknown_Gene	Cluster_113913
Operon2793	BCBAIBPD_04275	Unknown_Gene	Cluster_113913
Operon2793	BCBAIBPD_04276	csrA_5	Cluster_113913
Operon2793	BCBAIBPD_04277	Unknown_Gene	Cluster_113913
Operon2793	BCBAIBPD_04278	Unknown_Gene	Cluster_113913
Operon2793	BCBAIBPD_04279	Unknown_Gene	Cluster_113913
Operon2793	BCBAIBPD_04280	Unknown_Gene	Cluster_113913
Operon2793	BCBAIBPD_04281	pphA	Cluster_113913
Operon2793	BCBAIBPD_04282	Unknown_Gene	Cluster_113913
Operon2793	BCBAIBPD_04283	Unknown_Gene	Cluster_113913
Operon2794	BCBAIBPD_04284	xerC_6	Cluster_64968
Operon2794	BCBAIBPD_04285	purF_2	Cluster_64968
Operon2795	BCBAIBPD_04286	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2796	BCBAIBPD_04287	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2797	BCBAIBPD_04288	Unknown_Gene	Cluster_127410
Operon2798	BCBAIBPD_04289	csrA_6	Cluster_97177
Operon2799	BCBAIBPD_04290	actIII	Cluster_50645
Operon2800	BCBAIBPD_04291	Unknown_Gene	Cluster_50645
Operon2801	BCBAIBPD_04292	actP	NO_CLUSTER_ASSOCIATION_FOUND
Operon2801	BCBAIBPD_04293	yjcH	NO_CLUSTER_ASSOCIATION_FOUND
Operon2802	BCBAIBPD_04294	yhhW	NO_CLUSTER_ASSOCIATION_FOUND
Operon2803	BCBAIBPD_04295	Unknown_Gene	Cluster_36398
Operon2804	BCBAIBPD_04296	mrdA_2	Cluster_36398
Operon2805	BCBAIBPD_04297	Unknown_Gene	Cluster_49894
Operon2806	BCBAIBPD_04298	Unknown_Gene	Cluster_49894
Operon2807	BCBAIBPD_04299	Unknown_Gene	Cluster_99879
Operon2807	BCBAIBPD_04300	Unknown_Gene	Cluster_99879
Operon2807	BCBAIBPD_04301	lutA	Cluster_99879
Operon2808	BCBAIBPD_04302	Unknown_Gene	Cluster_77717
Operon2809	BCBAIBPD_04303	gabR_3	Cluster_131304
Operon2810	BCBAIBPD_04304	yycB_2	Cluster_62740
Operon2810	BCBAIBPD_04305	guaD_2	Cluster_62740
Operon2811	BCBAIBPD_04306	Unknown_Gene	Cluster_62740
Operon2812	BCBAIBPD_04307	Unknown_Gene	Cluster_95712
Operon2813	BCBAIBPD_04308	Unknown_Gene	Cluster_95712
Operon2813	BCBAIBPD_04309	Unknown_Gene	Cluster_95712
Operon2813	BCBAIBPD_04310	Unknown_Gene	Cluster_95712
Operon2814	BCBAIBPD_04311	Unknown_Gene	Cluster_137246
Operon2815	BCBAIBPD_04312	Unknown_Gene	Cluster_111050
Operon2816	BCBAIBPD_04313	Unknown_Gene	Cluster_166172
Operon2817	BCBAIBPD_04314	Unknown_Gene	Cluster_166172
Operon2818	BCBAIBPD_04315	crtE	Cluster_65427
Operon2819	BCBAIBPD_04316	fni	Cluster_65427
Operon2819	BCBAIBPD_04317	crtX	Cluster_65427
Operon2819	BCBAIBPD_04318	crtY	Cluster_65427
Operon2819	BCBAIBPD_04319	crtI	Cluster_65427
Operon2819	BCBAIBPD_04320	crtB	Cluster_65427
Operon2820	BCBAIBPD_04321	Unknown_Gene	Cluster_46311
Operon2821	BCBAIBPD_04322	dmlR_16	Cluster_46311
Operon2822	BCBAIBPD_04323	ydhP_3	Cluster_63153
Operon2823	BCBAIBPD_04324	Unknown_Gene	Cluster_63153
Operon2824	BCBAIBPD_04325	Unknown_Gene	Cluster_131544
Operon2825	BCBAIBPD_04326	pigA_2	Cluster_131544
Operon2826	BCBAIBPD_04327	Unknown_Gene	Cluster_85000
Operon2827	BCBAIBPD_04328	Unknown_Gene	Cluster_132797
Operon2828	BCBAIBPD_04329	menH_3	Cluster_70128
Operon2829	BCBAIBPD_04330	rep_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2830	BCBAIBPD_04331	Unknown_Gene	Cluster_145282
Operon2831	BCBAIBPD_04332	ppiA	Cluster_46935
Operon2832	BCBAIBPD_04333	yhaJ_3	Cluster_155171
Operon2833	BCBAIBPD_04334	Unknown_Gene	Cluster_155171
Operon2834	BCBAIBPD_04335	azoR	Cluster_114870
Operon2835	BCBAIBPD_04336	Unknown_Gene	Cluster_50012
Operon2835	BCBAIBPD_04337	moaA	Cluster_50012
Operon2836	BCBAIBPD_04338	Unknown_Gene	Cluster_50012
Operon2837	BCBAIBPD_04339	decR_4	Cluster_114116
Operon2838	BCBAIBPD_04340	metC	Cluster_114116
Operon2839	BCBAIBPD_04341	Unknown_Gene	Cluster_43404
Operon2840	BCBAIBPD_04342	eptA_2	Cluster_43404
Operon2841	BCBAIBPD_04343	rnd	Cluster_63554
Operon2841	BCBAIBPD_04344	ycgL	Cluster_63554
Operon2841	BCBAIBPD_04345	ghrA_2	Cluster_63554
Operon2842	BCBAIBPD_04346	Unknown_Gene	Cluster_42111
Operon2842	BCBAIBPD_04347	Unknown_Gene	Cluster_42111
Operon2843	BCBAIBPD_04348	rhtA	NO_CLUSTER_ASSOCIATION_FOUND
Operon2844	BCBAIBPD_04349	Unknown_Gene	Cluster_76186
Operon2845	BCBAIBPD_04350	Unknown_Gene	Cluster_60343
Operon2846	BCBAIBPD_04351	Unknown_Gene	Cluster_60343
Operon2846	BCBAIBPD_04352	Unknown_Gene	Cluster_60343
Operon2847	BCBAIBPD_04353	Unknown_Gene	Cluster_152439
Operon2848	BCBAIBPD_04354	rhaR_3	Cluster_116951
Operon2849	BCBAIBPD_04355	rutB	Cluster_116951
Operon2850	BCBAIBPD_04356	sutR	Cluster_137495
Operon2851	BCBAIBPD_04357	Unknown_Gene	Cluster_137495
Operon2852	BCBAIBPD_04358	mrpA	Cluster_87641
Operon2852	BCBAIBPD_04359	mnhC1	Cluster_87641
Operon2852	BCBAIBPD_04360	mrpD	Cluster_87641
Operon2852	BCBAIBPD_04361	mrpE	Cluster_87641
Operon2852	BCBAIBPD_04362	Unknown_Gene	Cluster_87641
Operon2852	BCBAIBPD_04363	Unknown_Gene	Cluster_87641
Operon2853	BCBAIBPD_04364	Unknown_Gene	Cluster_144530
Operon2854	BCBAIBPD_04365	Unknown_Gene	Cluster_14294
Operon2855	BCBAIBPD_04366	dksA_2	Cluster_13691
Operon2856	BCBAIBPD_04367	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2857	BCBAIBPD_04368	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2858	BCBAIBPD_04369	ltxB_2	Cluster_700
Operon2858	BCBAIBPD_04370	prsE_3	Cluster_700
Operon2859	BCBAIBPD_04371	Unknown_Gene	Cluster_88226
Operon2859	BCBAIBPD_04372	Unknown_Gene	Cluster_88226
Operon2860	BCBAIBPD_04373	Unknown_Gene	Cluster_88226
Operon2861	BCBAIBPD_04374	fecI_4	Cluster_55477
Operon2861	BCBAIBPD_04375	fecR_5	Cluster_55477
Operon2862	BCBAIBPD_04376	fhuA_3	Cluster_117646
Operon2863	BCBAIBPD_04377	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2864	BCBAIBPD_04378	Unknown_Gene	Cluster_36401
Operon2864	BCBAIBPD_04379	Unknown_Gene	Cluster_36401
Operon2864	BCBAIBPD_04380	Unknown_Gene	Cluster_36401
Operon2864	BCBAIBPD_04381	Unknown_Gene	Cluster_36401
Operon2865	BCBAIBPD_04382	Unknown_Gene	Cluster_141925
Operon2865	BCBAIBPD_04383	Unknown_Gene	Cluster_141925
Operon2866	BCBAIBPD_04384	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04385	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04386	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04387	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04388	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04389	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04390	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04391	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04392	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04393	Unknown_Gene	Cluster_98533
Operon2866	BCBAIBPD_04394	Unknown_Gene	Cluster_98533
Operon2867	BCBAIBPD_04395	Unknown_Gene	Cluster_142720
Operon2867	BCBAIBPD_04396	Unknown_Gene	Cluster_142720
Operon2868	BCBAIBPD_04397	Unknown_Gene	Cluster_153972
Operon2868	BCBAIBPD_04398	Unknown_Gene	Cluster_153972
Operon2868	BCBAIBPD_04399	Unknown_Gene	Cluster_153972
Operon2868	BCBAIBPD_04400	Unknown_Gene	Cluster_153972
Operon2869	BCBAIBPD_04401	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2870	BCBAIBPD_04402	luxO	Cluster_81567
Operon2871	BCBAIBPD_04403	hmp_2	Cluster_81567
Operon2872	BCBAIBPD_04404	dsbB_2	Cluster_20751
Operon2873	BCBAIBPD_04405	cyoA_2	Cluster_8837
Operon2873	BCBAIBPD_04406	cyoB_2	Cluster_8837
Operon2873	BCBAIBPD_04407	cyoC_2	Cluster_8837
Operon2873	BCBAIBPD_04408	cyoD_2	Cluster_8837
Operon2873	BCBAIBPD_04409	cyoE	Cluster_8837
Operon2874	BCBAIBPD_04410	alaC	Cluster_33545
Operon2875	BCBAIBPD_04411	Unknown_Gene	Cluster_97820
Operon2876	BCBAIBPD_04412	Unknown_Gene	Cluster_85196
Operon2877	BCBAIBPD_04413	rimJ	Cluster_37678
Operon2877	BCBAIBPD_04414	Unknown_Gene	Cluster_37678
Operon2877	BCBAIBPD_04415	Unknown_Gene	Cluster_37678
