GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2222
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	JLPMBEPE_00001	xerC_1	Cluster_29991
Operon3089	JLPMBEPE_04782	slyA_2	Cluster_45242
Operon3090	JLPMBEPE_04783	Unknown_Gene	Cluster_56853
Operon3091	JLPMBEPE_04784	Unknown_Gene	Cluster_56853
Operon3092	JLPMBEPE_04785	Unknown_Gene	Cluster_60008
Operon3092	JLPMBEPE_04786	nrtD_2	Cluster_60008
Operon3092	JLPMBEPE_04787	Unknown_Gene	Cluster_60008
Operon3092	JLPMBEPE_04788	tauD_2	Cluster_60008
Operon3093	JLPMBEPE_04789	Unknown_Gene	Cluster_39807
Operon3094	JLPMBEPE_04790	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3095	JLPMBEPE_04791	nicP_15	NO_CLUSTER_ASSOCIATION_FOUND
Operon3096	JLPMBEPE_04792	Unknown_Gene	Cluster_43092
Operon3096	JLPMBEPE_04793	Unknown_Gene	Cluster_43092
Operon3096	JLPMBEPE_04794	Unknown_Gene	Cluster_43092
Operon3097	JLPMBEPE_04795	kdgR_2	Cluster_39084
Operon3098	JLPMBEPE_04796	Unknown_Gene	Cluster_139244
Operon3098	JLPMBEPE_04797	kdgK	Cluster_139244
Operon3099	JLPMBEPE_04798	ttuB_3	Cluster_146842
Operon3099	JLPMBEPE_04799	ghrB_2	Cluster_146842
Operon3100	JLPMBEPE_04800	Unknown_Gene	Cluster_42965
Operon3100	JLPMBEPE_04801	Unknown_Gene	Cluster_42965
Operon3101	JLPMBEPE_04802	bamA_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon3102	JLPMBEPE_04803	btuE_2	Cluster_156778
Operon3102	JLPMBEPE_04804	Unknown_Gene	Cluster_156778
Operon3102	JLPMBEPE_04805	Unknown_Gene	Cluster_156778
Operon3103	JLPMBEPE_04806	Unknown_Gene	Cluster_42565
Operon3104	JLPMBEPE_04807	cobS	NO_CLUSTER_ASSOCIATION_FOUND
Operon3104	JLPMBEPE_04808	cobC	NO_CLUSTER_ASSOCIATION_FOUND
Operon3104	JLPMBEPE_04809	cobT	NO_CLUSTER_ASSOCIATION_FOUND
Operon3104	JLPMBEPE_04810	cobP	NO_CLUSTER_ASSOCIATION_FOUND
Operon3104	JLPMBEPE_04811	cobQ	NO_CLUSTER_ASSOCIATION_FOUND
Operon3104	JLPMBEPE_04812	hisC_4	NO_CLUSTER_ASSOCIATION_FOUND
Operon3104	JLPMBEPE_04813	cobD	NO_CLUSTER_ASSOCIATION_FOUND
Operon3104	JLPMBEPE_04814	bluB	NO_CLUSTER_ASSOCIATION_FOUND
Operon3104	JLPMBEPE_04815	cbiA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3104	JLPMBEPE_04816	cobO_1	NO_CLUSTER_ASSOCIATION_FOUND
Operon3105	JLPMBEPE_04817	Unknown_Gene	Cluster_3518
Operon3106	JLPMBEPE_04818	Unknown_Gene	Cluster_146628
Operon3107	JLPMBEPE_04819	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3108	JLPMBEPE_04820	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3108	JLPMBEPE_04821	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3109	JLPMBEPE_04822	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3110	JLPMBEPE_04823	recJ	Cluster_95140
Operon3110	JLPMBEPE_04824	yaeQ	Cluster_95140
Operon3111	JLPMBEPE_04825	smtB_2	Cluster_95140
Operon3111	JLPMBEPE_04826	Unknown_Gene	Cluster_95140
Operon3112	JLPMBEPE_04827	Unknown_Gene	Cluster_144150
Operon3113	JLPMBEPE_04828	Unknown_Gene	Cluster_96681
Operon3114	JLPMBEPE_04829	thrC	Cluster_145149
Operon3115	JLPMBEPE_04830	hom	Cluster_128660
Operon3116	JLPMBEPE_04831	dsbC	Cluster_81725
Operon3117	JLPMBEPE_04832	xerD	Cluster_100506
Operon3118	JLPMBEPE_04833	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3119	JLPMBEPE_04834	Unknown_Gene	Cluster_102710
Operon3120	JLPMBEPE_04835	Unknown_Gene	Cluster_112660
Operon3121	JLPMBEPE_04836	gltC_5	Cluster_112660
Operon3122	JLPMBEPE_04837	bdcA	Cluster_104146
Operon3123	JLPMBEPE_04838	dmlR_16	Cluster_104146
Operon3124	JLPMBEPE_04839	Unknown_Gene	Cluster_95940
Operon3124	JLPMBEPE_04840	Unknown_Gene	Cluster_95940
Operon3125	JLPMBEPE_04841	Unknown_Gene	Cluster_95940
Operon3125	JLPMBEPE_04842	efp	Cluster_95940
Operon3126	JLPMBEPE_04843	ohrA	Cluster_88724
Operon3127	JLPMBEPE_04844	ohrR	Cluster_147753
Operon3128	JLPMBEPE_04845	dmlR_17	NO_CLUSTER_ASSOCIATION_FOUND
Operon3129	JLPMBEPE_04846	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3130	JLPMBEPE_04847	Unknown_Gene	Cluster_134284
Operon3131	JLPMBEPE_04848	lldD	Cluster_143523
Operon3132	JLPMBEPE_04849	glcA	Cluster_41376
Operon3133	JLPMBEPE_04850	pdhR_2	Cluster_41376
Operon3134	JLPMBEPE_04851	smpB	Cluster_76262
Operon3135	JLPMBEPE_04852	ratA	Cluster_76262
Operon3136	JLPMBEPE_04853	bamE	Cluster_118568
Operon3137	JLPMBEPE_04854	fur	Cluster_118568
Operon3138	JLPMBEPE_04855	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3139	JLPMBEPE_04856	cpxR_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon3139	JLPMBEPE_04857	sasA_13	NO_CLUSTER_ASSOCIATION_FOUND
Operon3140	JLPMBEPE_04858	yajO_2	Cluster_119735
Operon3141	JLPMBEPE_04859	hdfR_11	Cluster_52704
Operon3142	JLPMBEPE_04860	ydhP_2	Cluster_30194
Operon3143	JLPMBEPE_04861	Unknown_Gene	Cluster_30194
Operon3143	JLPMBEPE_04862	Unknown_Gene	Cluster_30194
Operon3144	JLPMBEPE_04863	cynR_8	NO_CLUSTER_ASSOCIATION_FOUND
Operon3145	JLPMBEPE_04864	pcaK_6	Cluster_148458
Operon3146	JLPMBEPE_04865	lvr	Cluster_61086
Operon3147	JLPMBEPE_04866	benC	Cluster_135244
Operon3148	JLPMBEPE_04867	cbdB	Cluster_85820
Operon3148	JLPMBEPE_04868	cbdA	Cluster_85820
Operon3149	JLPMBEPE_04869	rhaS_8	NO_CLUSTER_ASSOCIATION_FOUND
Operon3150	JLPMBEPE_04870	ttuB_4	Cluster_143642
Operon3151	JLPMBEPE_04871	Unknown_Gene	Cluster_71469
Operon3151	JLPMBEPE_04872	mhpA	Cluster_71469
Operon3152	JLPMBEPE_04873	Unknown_Gene	Cluster_71469
Operon3153	JLPMBEPE_04874	Unknown_Gene	Cluster_98934
Operon3154	JLPMBEPE_04875	Unknown_Gene	Cluster_82874
Operon3155	JLPMBEPE_04876	Unknown_Gene	Cluster_101196
Operon3156	JLPMBEPE_04877	Unknown_Gene	Cluster_141698
Operon3157	JLPMBEPE_04878	Unknown_Gene	Cluster_49077
Operon3158	JLPMBEPE_04879	Unknown_Gene	Cluster_49077
Operon3159	JLPMBEPE_04880	Unknown_Gene	Cluster_103568
Operon3160	JLPMBEPE_04881	tas_1	Cluster_160472
Operon3160	JLPMBEPE_04882	hsrA_4	Cluster_160472
Operon3161	JLPMBEPE_04883	btuB_10	Cluster_117635
Operon3162	JLPMBEPE_04884	amnD	Cluster_16915
Operon3162	JLPMBEPE_04885	Unknown_Gene	Cluster_16915
Operon3162	JLPMBEPE_04886	fyuA_2	Cluster_16915
Operon3163	JLPMBEPE_04887	slyA_3	Cluster_60022
Operon3164	JLPMBEPE_04888	Unknown_Gene	Cluster_60022
Operon3165	JLPMBEPE_04889	vdh	Cluster_135907
Operon3166	JLPMBEPE_04890	Unknown_Gene	Cluster_135135
Operon3166	JLPMBEPE_04891	thlA_2	Cluster_135135
Operon3166	JLPMBEPE_04892	dmdC_5	Cluster_135135
Operon3167	JLPMBEPE_04893	Unknown_Gene	Cluster_43351
Operon3167	JLPMBEPE_04894	atsA	Cluster_43351
Operon3168	JLPMBEPE_04895	Unknown_Gene	Cluster_43351
Operon3168	JLPMBEPE_04896	mhpT	Cluster_43351
Operon3169	JLPMBEPE_04897	Unknown_Gene	Cluster_118339
Operon3170	JLPMBEPE_04898	Unknown_Gene	Cluster_118339
Operon3171	JLPMBEPE_04899	ghrB_3	Cluster_145267
Operon3172	JLPMBEPE_04900	Unknown_Gene	Cluster_54073
Operon3173	JLPMBEPE_04901	dmlR_18	Cluster_121120
Operon3174	JLPMBEPE_04902	ydhP_3	Cluster_121120
Operon3175	JLPMBEPE_04903	pupA_5	Cluster_115259
Operon3176	JLPMBEPE_04904	fecR_16	Cluster_130131
Operon3176	JLPMBEPE_04905	fecI_20	Cluster_130131
Operon3177	JLPMBEPE_04906	gstB_2	Cluster_60459
Operon3178	JLPMBEPE_04907	Unknown_Gene	Cluster_60459
Operon3179	JLPMBEPE_04908	Unknown_Gene	Cluster_131507
Operon3180	JLPMBEPE_04909	gbpR_5	Cluster_33606
Operon3181	JLPMBEPE_04910	bacG	Cluster_72861
Operon3182	JLPMBEPE_04911	Unknown_Gene	Cluster_112665
Operon3182	JLPMBEPE_04912	Unknown_Gene	Cluster_112665
Operon3183	JLPMBEPE_04913	iscS_2	Cluster_62097
Operon3184	JLPMBEPE_04914	pcpR_2	Cluster_89305
Operon3185	JLPMBEPE_04915	bbsG_1	Cluster_89305
Operon3186	JLPMBEPE_04916	Unknown_Gene	Cluster_76344
Operon3186	JLPMBEPE_04917	Unknown_Gene	Cluster_76344
Operon3187	JLPMBEPE_04918	alx	Cluster_66334
Operon3188	JLPMBEPE_04919	Unknown_Gene	Cluster_65771
Operon3189	JLPMBEPE_04920	btuD_6	Cluster_23531
Operon3189	JLPMBEPE_04921	Unknown_Gene	Cluster_23531
Operon3189	JLPMBEPE_04922	Unknown_Gene	Cluster_23531
Operon3189	JLPMBEPE_04923	Unknown_Gene	Cluster_23531
Operon3190	JLPMBEPE_04924	ribBA_2	Cluster_132118
Operon3191	JLPMBEPE_04925	Unknown_Gene	Cluster_132118
Operon3192	JLPMBEPE_04926	aes_3	Cluster_124678
Operon3193	JLPMBEPE_04927	dmlR_19	Cluster_124678
Operon3194	JLPMBEPE_04928	Unknown_Gene	Cluster_68460
Operon3194	JLPMBEPE_04929	soxA_3	Cluster_68460
Operon3194	JLPMBEPE_04930	soxD_2	Cluster_68460
Operon3194	JLPMBEPE_04931	soxB_5	Cluster_68460
Operon3194	JLPMBEPE_04932	folD_1	Cluster_68460
Operon3194	JLPMBEPE_04933	purU_3	Cluster_68460
Operon3195	JLPMBEPE_04934	Unknown_Gene	Cluster_68460
Operon3196	JLPMBEPE_04935	mbtH	Cluster_43417
Operon3196	JLPMBEPE_04936	lgrE	Cluster_43417
Operon3197	JLPMBEPE_04937	Unknown_Gene	Cluster_148053
Operon3197	JLPMBEPE_04938	Unknown_Gene	Cluster_148053
Operon3198	JLPMBEPE_04939	Unknown_Gene	Cluster_69121
Operon3198	JLPMBEPE_04940	znuB_2	Cluster_69121
Operon3198	JLPMBEPE_04941	scaC	Cluster_69121
Operon3198	JLPMBEPE_04942	Unknown_Gene	Cluster_69121
Operon3198	JLPMBEPE_04943	Unknown_Gene	Cluster_69121
Operon3198	JLPMBEPE_04944	Unknown_Gene	Cluster_69121
Operon3198	JLPMBEPE_04945	Unknown_Gene	Cluster_69121
Operon3198	JLPMBEPE_04946	Unknown_Gene	Cluster_69121
Operon3199	JLPMBEPE_04947	pvdA_2	Cluster_71484
Operon3200	JLPMBEPE_04948	Unknown_Gene	Cluster_71484
Operon3201	JLPMBEPE_04949	pbpG	Cluster_11884
Operon3202	JLPMBEPE_04950	Unknown_Gene	Cluster_11884
Operon3203	JLPMBEPE_04951	Unknown_Gene	Cluster_102826
Operon3204	JLPMBEPE_04952	Unknown_Gene	Cluster_102826
Operon3205	JLPMBEPE_04953	Unknown_Gene	Cluster_121045
Operon3206	JLPMBEPE_04954	Unknown_Gene	Cluster_77068
Operon3207	JLPMBEPE_04955	sdhL	Cluster_77068
Operon3208	JLPMBEPE_04956	Unknown_Gene	Cluster_119472
Operon3209	JLPMBEPE_04957	gloA_2	Cluster_50541
Operon3210	JLPMBEPE_04958	Unknown_Gene	Cluster_22928
Operon3211	JLPMBEPE_04959	nicP_16	Cluster_22928
Operon3212	JLPMBEPE_04960	Unknown_Gene	Cluster_140419
Operon3213	JLPMBEPE_04961	cckA	Cluster_43741
Operon3214	JLPMBEPE_04962	rcsC_19	Cluster_43741
Operon3214	JLPMBEPE_04963	cheR	Cluster_43741
Operon3214	JLPMBEPE_04964	cheB_5	Cluster_43741
Operon3214	JLPMBEPE_04965	rcsC_20	Cluster_43741
Operon3214	JLPMBEPE_04966	cpdR	Cluster_43741
Operon3215	JLPMBEPE_04967	slmA	Cluster_66727
Operon3215	JLPMBEPE_04968	hbd	Cluster_66727
Operon3215	JLPMBEPE_04969	bktB_2	Cluster_66727
Operon3216	JLPMBEPE_04970	Unknown_Gene	Cluster_66727
Operon3217	JLPMBEPE_04971	Unknown_Gene	Cluster_59227
Operon3218	JLPMBEPE_04972	yycB_2	Cluster_59227
Operon3219	JLPMBEPE_04973	gabR_3	Cluster_88810
Operon3220	JLPMBEPE_04974	Unknown_Gene	Cluster_61270
Operon3221	JLPMBEPE_04975	Unknown_Gene	Cluster_61270
Operon3222	JLPMBEPE_04976	glcB_2	Cluster_82317
Operon3223	JLPMBEPE_04977	Unknown_Gene	Cluster_61649
Operon3223	JLPMBEPE_04978	lutA	Cluster_61649
Operon3223	JLPMBEPE_04979	Unknown_Gene	Cluster_61649
Operon3223	JLPMBEPE_04980	Unknown_Gene	Cluster_61649
Operon3224	JLPMBEPE_04981	glcC	Cluster_61649
Operon3225	JLPMBEPE_04982	Unknown_Gene	Cluster_56367
Operon3226	JLPMBEPE_04983	Unknown_Gene	Cluster_59645
Operon3226	JLPMBEPE_04984	puuB_10	Cluster_59645
Operon3227	JLPMBEPE_04985	cdhR_8	Cluster_59645
Operon3228	JLPMBEPE_04986	Unknown_Gene	Cluster_47885
Operon3228	JLPMBEPE_04987	ygcS_2	Cluster_47885
Operon3229	JLPMBEPE_04988	proC_2	Cluster_74843
Operon3229	JLPMBEPE_04989	puuB_11	Cluster_74843
Operon3230	JLPMBEPE_04990	Unknown_Gene	Cluster_74843
Operon3231	JLPMBEPE_04991	sfnR_3	Cluster_26020
Operon3231	JLPMBEPE_04992	sfnC_3	Cluster_26020
Operon3231	JLPMBEPE_04993	sfnE	Cluster_26020
Operon3232	JLPMBEPE_04994	mrdA_2	Cluster_8243
Operon3233	JLPMBEPE_04995	pcaK_7	Cluster_8243
Operon3234	JLPMBEPE_04996	nicP_17	Cluster_115542
Operon3235	JLPMBEPE_04997	Unknown_Gene	Cluster_6484
Operon3236	JLPMBEPE_04998	pht2	Cluster_10198
Operon3236	JLPMBEPE_04999	tsaM1	Cluster_10198
Operon3237	JLPMBEPE_05000	Unknown_Gene	Cluster_10198
Operon3238	JLPMBEPE_05001	Unknown_Gene	Cluster_101167
Operon3238	JLPMBEPE_05002	Unknown_Gene	Cluster_101167
Operon3238	JLPMBEPE_05003	Unknown_Gene	Cluster_101167
Operon3239	JLPMBEPE_05004	Unknown_Gene	Cluster_115475
Operon3240	JLPMBEPE_05005	betI_2	Cluster_115475
Operon3241	JLPMBEPE_05006	arcA_2	Cluster_135165
Operon3241	JLPMBEPE_05007	Unknown_Gene	Cluster_135165
Operon3241	JLPMBEPE_05008	rcsC_21	Cluster_135165
Operon3242	JLPMBEPE_05009	rocE	Cluster_60275
Operon3243	JLPMBEPE_05010	Unknown_Gene	Cluster_25315
Operon3243	JLPMBEPE_05011	acdA_2	Cluster_25315
Operon3243	JLPMBEPE_05012	FCS1	Cluster_25315
Operon3243	JLPMBEPE_05013	aruI_2	Cluster_25315
Operon3243	JLPMBEPE_05014	alr_2	Cluster_25315
Operon3243	JLPMBEPE_05015	aruH	Cluster_25315
Operon3243	JLPMBEPE_05016	ald	Cluster_25315
Operon3243	JLPMBEPE_05017	kefF_3	Cluster_25315
Operon3244	JLPMBEPE_05018	spuD_6	Cluster_47277
Operon3244	JLPMBEPE_05019	spuC_4	Cluster_47277
Operon3244	JLPMBEPE_05020	Unknown_Gene	Cluster_47277
Operon3245	JLPMBEPE_05021	Unknown_Gene	Cluster_46899
Operon3246	JLPMBEPE_05022	yeaX	Cluster_131464
Operon3247	JLPMBEPE_05023	cntA_2	Cluster_90051
Operon3248	JLPMBEPE_05024	betL	Cluster_62015
Operon3249	JLPMBEPE_05025	Unknown_Gene	Cluster_118933
Operon3250	JLPMBEPE_05026	dmlR_20	Cluster_118933
Operon3251	JLPMBEPE_05027	decR_4	Cluster_100769
Operon3252	JLPMBEPE_05028	aphB	Cluster_100769
Operon3253	JLPMBEPE_05029	cycA_5	Cluster_126593
Operon3254	JLPMBEPE_05030	benM_6	Cluster_92403
Operon3255	JLPMBEPE_05031	catB	Cluster_92403
Operon3255	JLPMBEPE_05032	catC	Cluster_92403
Operon3255	JLPMBEPE_05033	catA	Cluster_92403
Operon3256	JLPMBEPE_05034	Unknown_Gene	Cluster_89148
Operon3257	JLPMBEPE_05035	Unknown_Gene	Cluster_75867
Operon3258	JLPMBEPE_05036	dkgB_1	Cluster_44038
Operon3259	JLPMBEPE_05037	Unknown_Gene	Cluster_44038
Operon3260	JLPMBEPE_05038	leuO_2	Cluster_30394
Operon3261	JLPMBEPE_05039	katG	Cluster_30394
Operon3262	JLPMBEPE_05040	Unknown_Gene	Cluster_41840
Operon3263	JLPMBEPE_05041	proP_5	Cluster_67671
Operon3264	JLPMBEPE_05042	cdhR_9	Cluster_61187
Operon3265	JLPMBEPE_05043	pssA	Cluster_61187
Operon3266	JLPMBEPE_05044	Unknown_Gene	Cluster_116267
Operon3267	JLPMBEPE_05045	argP_7	Cluster_116267
Operon3268	JLPMBEPE_05046	Unknown_Gene	Cluster_87023
Operon3269	JLPMBEPE_05047	ppnN	Cluster_62464
Operon3270	JLPMBEPE_05048	Unknown_Gene	Cluster_108343
Operon3271	JLPMBEPE_05049	cmpR_10	Cluster_108343
Operon3272	JLPMBEPE_05050	pncB2_2	Cluster_90637
Operon3272	JLPMBEPE_05051	pncA	Cluster_90637
Operon3273	JLPMBEPE_05052	Unknown_Gene	Cluster_90637
Operon3274	JLPMBEPE_05053	Unknown_Gene	Cluster_122492
Operon3275	JLPMBEPE_05054	Unknown_Gene	Cluster_1288
Operon3276	JLPMBEPE_05055	dmoA_4	Cluster_164928
Operon3276	JLPMBEPE_05056	Unknown_Gene	Cluster_164928
Operon3276	JLPMBEPE_05057	fliY_4	Cluster_164928
Operon3277	JLPMBEPE_05058	Unknown_Gene	Cluster_32831
Operon3278	JLPMBEPE_05059	puuR_4	Cluster_24846
Operon3279	JLPMBEPE_05060	Unknown_Gene	Cluster_24846
Operon3280	JLPMBEPE_05061	purF_2	Cluster_140552
Operon3280	JLPMBEPE_05062	Unknown_Gene	Cluster_140552
Operon3280	JLPMBEPE_05063	fni	Cluster_140552
Operon3281	JLPMBEPE_05064	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3282	JLPMBEPE_05065	etfA_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon3283	JLPMBEPE_05066	Unknown_Gene	Cluster_133591
Operon3283	JLPMBEPE_05067	Unknown_Gene	Cluster_133591
Operon3283	JLPMBEPE_05068	pal_6	Cluster_133591
Operon3284	JLPMBEPE_05069	norG_5	Cluster_35931
Operon3284	JLPMBEPE_05070	Unknown_Gene	Cluster_35931
Operon3285	JLPMBEPE_05071	Unknown_Gene	Cluster_142801
Operon3286	JLPMBEPE_05072	Unknown_Gene	Cluster_94959
Operon3286	JLPMBEPE_05073	Unknown_Gene	Cluster_94959
Operon3287	JLPMBEPE_05074	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3287	JLPMBEPE_05075	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3287	JLPMBEPE_05076	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3288	JLPMBEPE_05077	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3288	JLPMBEPE_05078	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3289	JLPMBEPE_05079	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3290	JLPMBEPE_05080	Unknown_Gene	Cluster_116004
Operon3290	JLPMBEPE_05081	Unknown_Gene	Cluster_116004
Operon3291	JLPMBEPE_05082	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3292	JLPMBEPE_05083	Unknown_Gene	Cluster_81271
Operon3292	JLPMBEPE_05084	Unknown_Gene	Cluster_81271
Operon3292	JLPMBEPE_05085	Unknown_Gene	Cluster_81271
Operon3293	JLPMBEPE_05086	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3293	JLPMBEPE_05087	coaX	NO_CLUSTER_ASSOCIATION_FOUND
Operon3293	JLPMBEPE_05088	birA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3294	JLPMBEPE_05089	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3295	JLPMBEPE_05090	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3296	JLPMBEPE_05091	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3297	JLPMBEPE_05092	alsS	NO_CLUSTER_ASSOCIATION_FOUND
Operon3298	JLPMBEPE_05093	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3299	JLPMBEPE_05094	cntO_3	NO_CLUSTER_ASSOCIATION_FOUND
Operon3300	JLPMBEPE_05095	Unknown_Gene	Cluster_81669
Operon3301	JLPMBEPE_05096	proP_6	Cluster_82786
Operon3302	JLPMBEPE_05097	czcA_2	Cluster_89145
Operon3302	JLPMBEPE_05098	czcB	Cluster_89145
Operon3302	JLPMBEPE_05099	czcC	Cluster_89145
Operon3303	JLPMBEPE_05100	aroQ	Cluster_89145
Operon3303	JLPMBEPE_05101	aroE_3	Cluster_89145
Operon3304	JLPMBEPE_05102	dipZ	Cluster_9851
Operon3304	JLPMBEPE_05103	Unknown_Gene	Cluster_9851
Operon3305	JLPMBEPE_05104	Unknown_Gene	Cluster_13574
Operon3306	JLPMBEPE_05105	Unknown_Gene	Cluster_37515
Operon3307	JLPMBEPE_05106	ompR_7	Cluster_37515
Operon3307	JLPMBEPE_05107	sasA_14	Cluster_37515
Operon3308	JLPMBEPE_05108	Unknown_Gene	Cluster_108466
Operon3309	JLPMBEPE_05109	Unknown_Gene	Cluster_135188
Operon3309	JLPMBEPE_05110	Unknown_Gene	Cluster_135188
Operon3310	JLPMBEPE_05111	Unknown_Gene	Cluster_71951
Operon3311	JLPMBEPE_05112	Unknown_Gene	Cluster_54430
Operon3312	JLPMBEPE_05113	Unknown_Gene	Cluster_132263
Operon3313	JLPMBEPE_05114	polB_1	Cluster_104950
Operon3313	JLPMBEPE_05115	polB_2	Cluster_104950
Operon3313	JLPMBEPE_05116	nepI_3	Cluster_104950
Operon3314	JLPMBEPE_05117	dmlR_21	Cluster_104950
Operon3315	JLPMBEPE_05118	gcvA_13	Cluster_77786
Operon3316	JLPMBEPE_05119	Unknown_Gene	Cluster_77786
Operon3316	JLPMBEPE_05120	Unknown_Gene	Cluster_77786
Operon3316	JLPMBEPE_05121	Unknown_Gene	Cluster_77786
Operon3317	JLPMBEPE_05122	Unknown_Gene	Cluster_85086
Operon3318	JLPMBEPE_05123	ygaZ	Cluster_40140
Operon3318	JLPMBEPE_05124	Unknown_Gene	Cluster_40140
Operon3318	JLPMBEPE_05125	rhaR_8	Cluster_40140
Operon3319	JLPMBEPE_05126	dinB_2	Cluster_9822
Operon3319	JLPMBEPE_05127	speC	Cluster_9822
Operon3319	JLPMBEPE_05128	entS_1	Cluster_9822
Operon3319	JLPMBEPE_05129	chuW	Cluster_9822
Operon3319	JLPMBEPE_05130	speH	Cluster_9822
Operon3320	JLPMBEPE_05131	Unknown_Gene	Cluster_9822
Operon3321	JLPMBEPE_05132	Unknown_Gene	Cluster_50711
Operon3321	JLPMBEPE_05133	Unknown_Gene	Cluster_50711
Operon3322	JLPMBEPE_05134	nfuA	Cluster_147626
Operon3323	JLPMBEPE_05135	Unknown_Gene	Cluster_71655
Operon3324	JLPMBEPE_05136	Unknown_Gene	Cluster_70112
Operon3325	JLPMBEPE_05137	metH	Cluster_70112
Operon3326	JLPMBEPE_05138	Unknown_Gene	Cluster_134081
Operon3327	JLPMBEPE_05139	Unknown_Gene	Cluster_127052
Operon3328	JLPMBEPE_05140	Unknown_Gene	Cluster_54397
Operon3329	JLPMBEPE_05141	sir_2	Cluster_54397
Operon3329	JLPMBEPE_05142	Unknown_Gene	Cluster_54397
Operon3330	JLPMBEPE_05143	dkgB_2	Cluster_43269
Operon3331	JLPMBEPE_05144	sasA_15	Cluster_74346
Operon3331	JLPMBEPE_05145	ompR_8	Cluster_74346
Operon3332	JLPMBEPE_05146	mlaA_2	Cluster_74346
Operon3332	JLPMBEPE_05147	Unknown_Gene	Cluster_74346
Operon3333	JLPMBEPE_05148	ssuA_7	Cluster_34579
Operon3333	JLPMBEPE_05149	ssuA_8	Cluster_34579
Operon3334	JLPMBEPE_05150	Unknown_Gene	Cluster_34579
Operon3335	JLPMBEPE_05151	rhaR_9	Cluster_88282
Operon3336	JLPMBEPE_05152	Unknown_Gene	Cluster_88282
Operon3337	JLPMBEPE_05153	Unknown_Gene	Cluster_34963
Operon3337	JLPMBEPE_05154	fimD_2	Cluster_34963
Operon3337	JLPMBEPE_05155	Unknown_Gene	Cluster_34963
Operon3337	JLPMBEPE_05156	Unknown_Gene	Cluster_34963
Operon3337	JLPMBEPE_05157	Unknown_Gene	Cluster_34963
Operon3337	JLPMBEPE_05158	Unknown_Gene	Cluster_34963
Operon3337	JLPMBEPE_05159	Unknown_Gene	Cluster_34963
Operon3338	JLPMBEPE_05160	cph1	Cluster_34963
Operon3338	JLPMBEPE_05161	rcp1	Cluster_34963
Operon3338	JLPMBEPE_05162	rcsC_22	Cluster_34963
Operon3339	JLPMBEPE_05163	Unknown_Gene	Cluster_39612
Operon3340	JLPMBEPE_05164	Unknown_Gene	Cluster_39612
Operon3341	JLPMBEPE_05165	zapE_2	Cluster_97386
Operon3342	JLPMBEPE_05166	acsA_3	Cluster_67880
Operon3343	JLPMBEPE_05167	hdfR_12	Cluster_67880
Operon3344	JLPMBEPE_05168	Unknown_Gene	Cluster_34818
Operon3345	JLPMBEPE_05169	sasA_16	Cluster_46732
Operon3345	JLPMBEPE_05170	qseB_3	Cluster_46732
Operon3345	JLPMBEPE_05171	Unknown_Gene	Cluster_46732
Operon3345	JLPMBEPE_05172	Unknown_Gene	Cluster_46732
Operon3346	JLPMBEPE_05173	Unknown_Gene	Cluster_46732
Operon3347	JLPMBEPE_05174	queD	Cluster_150961
Operon3348	JLPMBEPE_05175	Unknown_Gene	Cluster_23666
Operon3349	JLPMBEPE_05176	acnB	Cluster_23666
Operon3350	JLPMBEPE_05177	mmgE	Cluster_71142
Operon3351	JLPMBEPE_05178	prpF	Cluster_84635
Operon3352	JLPMBEPE_05179	acnM	Cluster_62447
Operon3353	JLPMBEPE_05180	prpC	Cluster_147694
