GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2848
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	LCEOCHIL_00001	pmpR_1	Cluster_106935
Operon3239	LCEOCHIL_05140	tpiA	Cluster_141178
Operon3240	LCEOCHIL_05141	Unknown_Gene	Cluster_16870
Operon3241	LCEOCHIL_05142	Unknown_Gene	Cluster_116272
Operon3242	LCEOCHIL_05143	rimP	Cluster_130485
Operon3243	LCEOCHIL_05144	nusA	Cluster_143575
Operon3243	LCEOCHIL_05145	infB	Cluster_143575
Operon3244	LCEOCHIL_05146	rbfA	Cluster_105614
Operon3244	LCEOCHIL_05147	truB	Cluster_105614
Operon3245	LCEOCHIL_05148	rpsO	Cluster_84675
Operon3246	LCEOCHIL_05149	pnp	Cluster_42654
Operon3247	LCEOCHIL_05150	Unknown_Gene	Cluster_39620
Operon3248	LCEOCHIL_05151	lsrG	Cluster_145977
Operon3249	LCEOCHIL_05152	Unknown_Gene	Cluster_145977
Operon3250	LCEOCHIL_05153	Unknown_Gene	Cluster_131898
Operon3251	LCEOCHIL_05154	Unknown_Gene	Cluster_159591
Operon3251	LCEOCHIL_05155	acsA_3	Cluster_159591
Operon3252	LCEOCHIL_05156	pgi	Cluster_49985
Operon3253	LCEOCHIL_05157	panC_2	Cluster_39928
Operon3253	LCEOCHIL_05158	panB	Cluster_39928
Operon3254	LCEOCHIL_05159	folK_1	Cluster_1623
Operon3254	LCEOCHIL_05160	pcnB	Cluster_1623
Operon3255	LCEOCHIL_05161	zraR_2	Cluster_42070
Operon3255	LCEOCHIL_05162	sasA_16	Cluster_42070
Operon3255	LCEOCHIL_05163	Unknown_Gene	Cluster_42070
Operon3256	LCEOCHIL_05164	gluQ	Cluster_154561
Operon3256	LCEOCHIL_05165	dksA_2	Cluster_154561
Operon3257	LCEOCHIL_05166	aspC	Cluster_55217
Operon3257	LCEOCHIL_05167	sfsA	Cluster_55217
Operon3258	LCEOCHIL_05168	Unknown_Gene	Cluster_84513
Operon3259	LCEOCHIL_05169	hmuT	Cluster_84513
Operon3259	LCEOCHIL_05170	hmuU_3	Cluster_84513
Operon3259	LCEOCHIL_05171	hmuV	Cluster_84513
Operon3260	LCEOCHIL_05172	Unknown_Gene	Cluster_74321
Operon3261	LCEOCHIL_05173	Unknown_Gene	Cluster_69067
Operon3262	LCEOCHIL_05174	Unknown_Gene	Cluster_104901
Operon3263	LCEOCHIL_05175	mrcB	Cluster_104901
Operon3263	LCEOCHIL_05176	Unknown_Gene	Cluster_104901
Operon3263	LCEOCHIL_05177	Unknown_Gene	Cluster_104901
Operon3264	LCEOCHIL_05178	ilvI	Cluster_17408
Operon3264	LCEOCHIL_05179	ilvH	Cluster_17408
Operon3265	LCEOCHIL_05180	ilvC	Cluster_148690
Operon3266	LCEOCHIL_05181	Unknown_Gene	Cluster_82968
Operon3267	LCEOCHIL_05182	msrP	Cluster_131440
Operon3267	LCEOCHIL_05183	msrQ_2	Cluster_131440
Operon3268	LCEOCHIL_05184	uspE_4	Cluster_79468
Operon3269	LCEOCHIL_05185	Unknown_Gene	Cluster_79468
Operon3270	LCEOCHIL_05186	Unknown_Gene	Cluster_96574
Operon3271	LCEOCHIL_05187	Unknown_Gene	Cluster_96574
Operon3272	LCEOCHIL_05188	Unknown_Gene	Cluster_92400
Operon3273	LCEOCHIL_05189	Unknown_Gene	Cluster_92400
Operon3274	LCEOCHIL_05190	iutA_1	Cluster_58016
Operon3275	LCEOCHIL_05191	Unknown_Gene	Cluster_115444
Operon3276	LCEOCHIL_05192	spuD_5	Cluster_115444
Operon3276	LCEOCHIL_05193	speB	Cluster_115444
Operon3277	LCEOCHIL_05194	Unknown_Gene	Cluster_65798
Operon3277	LCEOCHIL_05195	yliI	Cluster_65798
Operon3278	LCEOCHIL_05196	zapE_3	Cluster_96623
Operon3278	LCEOCHIL_05197	Unknown_Gene	Cluster_96623
Operon3279	LCEOCHIL_05198	menH_4	Cluster_134301
Operon3280	LCEOCHIL_05199	yqaA_2	Cluster_39155
Operon3280	LCEOCHIL_05200	Unknown_Gene	Cluster_39155
Operon3281	LCEOCHIL_05201	Unknown_Gene	Cluster_39155
Operon3282	LCEOCHIL_05202	rlhA_2	Cluster_88763
Operon3283	LCEOCHIL_05203	Unknown_Gene	Cluster_88763
Operon3284	LCEOCHIL_05204	phnX_2	Cluster_165369
Operon3284	LCEOCHIL_05205	phnW	Cluster_165369
Operon3285	LCEOCHIL_05206	cysL_2	Cluster_108118
Operon3286	LCEOCHIL_05207	Unknown_Gene	Cluster_148471
Operon3287	LCEOCHIL_05208	Unknown_Gene	Cluster_132145
Operon3288	LCEOCHIL_05209	Unknown_Gene	Cluster_146255
Operon3289	LCEOCHIL_05210	Unknown_Gene	Cluster_102711
Operon3290	LCEOCHIL_05211	acsA_4	Cluster_100002
Operon3290	LCEOCHIL_05212	Unknown_Gene	Cluster_100002
Operon3290	LCEOCHIL_05213	thlA	Cluster_100002
Operon3290	LCEOCHIL_05214	mmgC_5	Cluster_100002
Operon3290	LCEOCHIL_05215	echA8_2	Cluster_100002
Operon3291	LCEOCHIL_05216	cntO_5	Cluster_11261
Operon3292	LCEOCHIL_05217	oprD_8	Cluster_11261
Operon3293	LCEOCHIL_05218	Unknown_Gene	Cluster_46098
Operon3294	LCEOCHIL_05219	envZ_2	Cluster_83974
Operon3294	LCEOCHIL_05220	ompR_6	Cluster_83974
Operon3295	LCEOCHIL_05221	fpvA	Cluster_83974
Operon3296	LCEOCHIL_05222	Unknown_Gene	Cluster_82223
Operon3297	LCEOCHIL_05223	Unknown_Gene	Cluster_117579
Operon3298	LCEOCHIL_05224	Unknown_Gene	Cluster_8449
Operon3299	LCEOCHIL_05225	Unknown_Gene	Cluster_8449
Operon3300	LCEOCHIL_05226	Unknown_Gene	Cluster_97339
Operon3301	LCEOCHIL_05227	occM_2	Cluster_150275
Operon3301	LCEOCHIL_05228	artQ	Cluster_150275
Operon3302	LCEOCHIL_05229	artJ	Cluster_5141
Operon3302	LCEOCHIL_05230	occP	Cluster_5141
Operon3303	LCEOCHIL_05231	gabP_4	Cluster_5141
Operon3304	LCEOCHIL_05232	Unknown_Gene	Cluster_147067
Operon3305	LCEOCHIL_05233	ppk2	Cluster_45233
Operon3306	LCEOCHIL_05234	Unknown_Gene	Cluster_45233
Operon3307	LCEOCHIL_05235	Unknown_Gene	Cluster_122602
Operon3308	LCEOCHIL_05236	Unknown_Gene	Cluster_31184
Operon3308	LCEOCHIL_05237	mutY	Cluster_31184
Operon3308	LCEOCHIL_05238	Unknown_Gene	Cluster_31184
Operon3309	LCEOCHIL_05239	Unknown_Gene	Cluster_31184
Operon3310	LCEOCHIL_05240	hisB	Cluster_35245
Operon3310	LCEOCHIL_05241	hisH	Cluster_35245
Operon3310	LCEOCHIL_05242	Unknown_Gene	Cluster_35245
Operon3310	LCEOCHIL_05243	hisA	Cluster_35245
Operon3310	LCEOCHIL_05244	hisF	Cluster_35245
Operon3311	LCEOCHIL_05245	btuD_5	Cluster_127408
Operon3311	LCEOCHIL_05246	opuAB_3	Cluster_127408
Operon3312	LCEOCHIL_05247	Unknown_Gene	Cluster_14603
Operon3313	LCEOCHIL_05248	tdcG_3	Cluster_14603
Operon3314	LCEOCHIL_05249	cdhR_10	Cluster_11756
Operon3315	LCEOCHIL_05250	Unknown_Gene	Cluster_22218
Operon3316	LCEOCHIL_05251	lcdH_1	Cluster_98701
Operon3316	LCEOCHIL_05252	lcdH_2	Cluster_98701
Operon3316	LCEOCHIL_05253	kce_2	Cluster_98701
Operon3317	LCEOCHIL_05254	Unknown_Gene	Cluster_85101
Operon3318	LCEOCHIL_05255	cdhR_11	Cluster_85101
Operon3319	LCEOCHIL_05256	Unknown_Gene	Cluster_2662
Operon3320	LCEOCHIL_05257	Unknown_Gene	Cluster_141170
Operon3321	LCEOCHIL_05258	Unknown_Gene	Cluster_125048
Operon3322	LCEOCHIL_05259	Unknown_Gene	Cluster_34163
Operon3323	LCEOCHIL_05260	Unknown_Gene	Cluster_34163
Operon3324	LCEOCHIL_05261	Unknown_Gene	Cluster_132431
Operon3324	LCEOCHIL_05262	stcD	Cluster_132431
Operon3325	LCEOCHIL_05263	Unknown_Gene	Cluster_69540
Operon3325	LCEOCHIL_05264	fixB	Cluster_69540
Operon3325	LCEOCHIL_05265	Unknown_Gene	Cluster_69540
Operon3326	LCEOCHIL_05266	Unknown_Gene	Cluster_4657
Operon3327	LCEOCHIL_05267	Unknown_Gene	Cluster_33013
Operon3328	LCEOCHIL_05268	hcr	Cluster_33013
Operon3329	LCEOCHIL_05269	Unknown_Gene	Cluster_104199
Operon3330	LCEOCHIL_05270	Unknown_Gene	Cluster_25406
Operon3330	LCEOCHIL_05271	Unknown_Gene	Cluster_25406
Operon3331	LCEOCHIL_05272	mcpH_2	Cluster_69039
Operon3332	LCEOCHIL_05273	ltaE	Cluster_25867
Operon3333	LCEOCHIL_05274	glyA_2	Cluster_25867
Operon3333	LCEOCHIL_05275	soxB_2	Cluster_25867
Operon3333	LCEOCHIL_05276	soxD_2	Cluster_25867
Operon3333	LCEOCHIL_05277	soxA_2	Cluster_25867
Operon3334	LCEOCHIL_05278	soxG	Cluster_68611
Operon3334	LCEOCHIL_05279	purU_3	Cluster_68611
Operon3335	LCEOCHIL_05280	Unknown_Gene	Cluster_37952
Operon3336	LCEOCHIL_05281	fdhA	Cluster_37952
Operon3337	LCEOCHIL_05282	Unknown_Gene	Cluster_18006
Operon3338	LCEOCHIL_05283	Unknown_Gene	Cluster_35527
Operon3339	LCEOCHIL_05284	Unknown_Gene	Cluster_35527
Operon3340	LCEOCHIL_05285	Unknown_Gene	Cluster_16806
Operon3341	LCEOCHIL_05286	Unknown_Gene	Cluster_16806
Operon3342	LCEOCHIL_05287	puuP_4	Cluster_44024
Operon3343	LCEOCHIL_05288	yihG	Cluster_67171
Operon3344	LCEOCHIL_05289	Unknown_Gene	Cluster_67171
Operon3345	LCEOCHIL_05290	creB	Cluster_46099
Operon3345	LCEOCHIL_05291	creC	Cluster_46099
Operon3346	LCEOCHIL_05292	creD	Cluster_63621
Operon3347	LCEOCHIL_05293	yibF	Cluster_73817
Operon3347	LCEOCHIL_05294	msrA	Cluster_73817
Operon3348	LCEOCHIL_05295	Unknown_Gene	Cluster_35526
Operon3349	LCEOCHIL_05296	aceF	Cluster_17665
Operon3349	LCEOCHIL_05297	aceE	Cluster_17665
Operon3350	LCEOCHIL_05298	glnE	Cluster_17665
Operon3351	LCEOCHIL_05299	rfaF	Cluster_50305
Operon3351	LCEOCHIL_05300	rfaC	Cluster_50305
Operon3351	LCEOCHIL_05301	rfaG	Cluster_50305
Operon3351	LCEOCHIL_05302	rfaP	Cluster_50305
Operon3351	LCEOCHIL_05303	Unknown_Gene	Cluster_50305
Operon3351	LCEOCHIL_05304	Unknown_Gene	Cluster_50305
Operon3351	LCEOCHIL_05305	kdkA	Cluster_50305
Operon3352	LCEOCHIL_05306	Unknown_Gene	Cluster_141115
Operon3353	LCEOCHIL_05307	Unknown_Gene	Cluster_96613
Operon3353	LCEOCHIL_05308	Unknown_Gene	Cluster_96613
Operon3354	LCEOCHIL_05309	fhuA_3	Cluster_52640
Operon3355	LCEOCHIL_05310	fecR_3	Cluster_35850
Operon3355	LCEOCHIL_05311	fecI_7	Cluster_35850
Operon3356	LCEOCHIL_05312	polC_2	Cluster_160356
Operon3356	LCEOCHIL_05313	Unknown_Gene	Cluster_160356
Operon3357	LCEOCHIL_05314	rssB_5	Cluster_160356
Operon3358	LCEOCHIL_05315	glcB_2	Cluster_14635
Operon3359	LCEOCHIL_05316	Unknown_Gene	Cluster_14635
Operon3360	LCEOCHIL_05317	rarD_2	Cluster_142667
Operon3361	LCEOCHIL_05318	srkA	Cluster_116222
Operon3362	LCEOCHIL_05319	modE	Cluster_71902
Operon3363	LCEOCHIL_05320	Unknown_Gene	Cluster_124271
Operon3364	LCEOCHIL_05321	bioB	Cluster_124271
Operon3364	LCEOCHIL_05322	bioF	Cluster_124271
Operon3364	LCEOCHIL_05323	bioH	Cluster_124271
Operon3364	LCEOCHIL_05324	bioC	Cluster_124271
Operon3364	LCEOCHIL_05325	bioD1	Cluster_124271
Operon3365	LCEOCHIL_05326	Unknown_Gene	Cluster_49024
Operon3366	LCEOCHIL_05327	dmdC_5	Cluster_34743
Operon3367	LCEOCHIL_05328	Unknown_Gene	Cluster_38427
Operon3368	LCEOCHIL_05329	dmdC_6	Cluster_99994
Operon3369	LCEOCHIL_05330	hdfR_3	Cluster_55414
Operon3370	LCEOCHIL_05331	argD_3	Cluster_55414
Operon3371	LCEOCHIL_05332	Unknown_Gene	Cluster_81676
Operon3372	LCEOCHIL_05333	Unknown_Gene	Cluster_80617
Operon3372	LCEOCHIL_05334	pqqE	Cluster_80617
Operon3372	LCEOCHIL_05335	pqqD_1	Cluster_80617
Operon3372	LCEOCHIL_05336	pqqC	Cluster_80617
Operon3373	LCEOCHIL_05337	pqqB	Cluster_30676
Operon3374	LCEOCHIL_05338	Unknown_Gene	Cluster_78404
Operon3375	LCEOCHIL_05339	ramA_4	Cluster_7114
Operon3375	LCEOCHIL_05340	iaaM	Cluster_7114
Operon3376	LCEOCHIL_05341	Unknown_Gene	Cluster_7114
Operon3377	LCEOCHIL_05342	decR_4	Cluster_13570
Operon3378	LCEOCHIL_05343	nicB	Cluster_13570
Operon3379	LCEOCHIL_05344	Unknown_Gene	Cluster_7171
Operon3380	LCEOCHIL_05345	quiA_2	Cluster_3396
Operon3381	LCEOCHIL_05346	oprB_2	Cluster_107026
Operon3382	LCEOCHIL_05347	Unknown_Gene	Cluster_19641
Operon3383	LCEOCHIL_05348	virB5	Cluster_19641
Operon3383	LCEOCHIL_05349	Unknown_Gene	Cluster_19641
Operon3383	LCEOCHIL_05350	Unknown_Gene	Cluster_19641
Operon3383	LCEOCHIL_05351	virB6	Cluster_19641
Operon3384	LCEOCHIL_05352	Unknown_Gene	Cluster_13429
Operon3385	LCEOCHIL_05353	xerC_9	Cluster_98777
Operon3386	LCEOCHIL_05354	Unknown_Gene	Cluster_29804
Operon3386	LCEOCHIL_05355	mltF_4	Cluster_29804
Operon3387	LCEOCHIL_05356	rpoD	Cluster_140056
Operon3388	LCEOCHIL_05357	dnaG	Cluster_31181
Operon3389	LCEOCHIL_05358	rpsU	Cluster_57307
Operon3390	LCEOCHIL_05359	tsaD	Cluster_57307
Operon3391	LCEOCHIL_05360	plsY	Cluster_134634
Operon3392	LCEOCHIL_05361	folB	Cluster_134634
Operon3392	LCEOCHIL_05362	folK_2	Cluster_134634
Operon3393	LCEOCHIL_05363	cca	Cluster_150059
Operon3394	LCEOCHIL_05364	Unknown_Gene	Cluster_95230
Operon3394	LCEOCHIL_05365	Unknown_Gene	Cluster_95230
Operon3395	LCEOCHIL_05366	Unknown_Gene	Cluster_34797
Operon3396	LCEOCHIL_05367	glpE	Cluster_28762
Operon3396	LCEOCHIL_05368	apaH_3	Cluster_28762
Operon3396	LCEOCHIL_05369	apaG	Cluster_28762
Operon3397	LCEOCHIL_05370	rsmA	Cluster_95408
Operon3397	LCEOCHIL_05371	pdxA	Cluster_95408
Operon3397	LCEOCHIL_05372	surA_2	Cluster_95408
Operon3397	LCEOCHIL_05373	lptD	Cluster_95408
Operon3398	LCEOCHIL_05374	amgK	Cluster_95408
Operon3398	LCEOCHIL_05375	murU	Cluster_95408
Operon3398	LCEOCHIL_05376	djlA	Cluster_95408
Operon3399	LCEOCHIL_05377	Unknown_Gene	Cluster_98161
Operon3400	LCEOCHIL_05378	mltF_5	Cluster_98161
Operon3400	LCEOCHIL_05379	uvrY	Cluster_98161
Operon3401	LCEOCHIL_05380	potA_3	Cluster_33264
Operon3401	LCEOCHIL_05381	potD_2	Cluster_33264
Operon3402	LCEOCHIL_05382	Unknown_Gene	Cluster_79454
Operon3402	LCEOCHIL_05383	ydcV_4	Cluster_79454
Operon3403	LCEOCHIL_05384	rpe	Cluster_53003
Operon3403	LCEOCHIL_05385	gph_2	Cluster_53003
Operon3404	LCEOCHIL_05386	trpE	Cluster_138787
Operon3405	LCEOCHIL_05387	estP	Cluster_21854
Operon3406	LCEOCHIL_05388	trpG	Cluster_21854
Operon3406	LCEOCHIL_05389	trpD_2	Cluster_21854
Operon3406	LCEOCHIL_05390	trpC	Cluster_21854
Operon3407	LCEOCHIL_05391	Unknown_Gene	Cluster_114542
Operon3408	LCEOCHIL_05392	vfr	Cluster_62975
Operon3409	LCEOCHIL_05393	yhfA	Cluster_62975
Operon3410	LCEOCHIL_05394	Unknown_Gene	Cluster_141921
Operon3410	LCEOCHIL_05395	coq7	Cluster_141921
Operon3411	LCEOCHIL_05396	Unknown_Gene	Cluster_142110
Operon3412	LCEOCHIL_05397	isfD	Cluster_138754
Operon3413	LCEOCHIL_05398	Unknown_Gene	Cluster_88133
Operon3413	LCEOCHIL_05399	Unknown_Gene	Cluster_88133
Operon3414	LCEOCHIL_05400	argC_3	Cluster_88133
Operon3415	LCEOCHIL_05401	erpA	Cluster_117097
Operon3416	LCEOCHIL_05402	anmK	Cluster_54404
Operon3416	LCEOCHIL_05403	mepM	Cluster_54404
Operon3417	LCEOCHIL_05404	tyrS	Cluster_54404
Operon3418	LCEOCHIL_05405	yfdC	NO_CLUSTER_ASSOCIATION_FOUND
Operon3419	LCEOCHIL_05406	Unknown_Gene	Cluster_77336
Operon3420	LCEOCHIL_05407	dgcC	Cluster_77336
Operon3421	LCEOCHIL_05408	Unknown_Gene	Cluster_153031
Operon3422	LCEOCHIL_05409	Unknown_Gene	Cluster_100679
Operon3423	LCEOCHIL_05410	dmlR_21	Cluster_107722
Operon3424	LCEOCHIL_05411	fabG_11	Cluster_107722
Operon3425	LCEOCHIL_05412	aaeA_4	Cluster_37743
Operon3425	LCEOCHIL_05413	aaeX	Cluster_37743
Operon3425	LCEOCHIL_05414	aaeB_3	Cluster_37743
Operon3426	LCEOCHIL_05415	Unknown_Gene	Cluster_91740
Operon3427	LCEOCHIL_05416	Unknown_Gene	Cluster_139616
Operon3428	LCEOCHIL_05417	Unknown_Gene	Cluster_143499
Operon3429	LCEOCHIL_05418	Unknown_Gene	Cluster_76107
Operon3430	LCEOCHIL_05419	rapA_2	Cluster_76107
Operon3431	LCEOCHIL_05420	Unknown_Gene	Cluster_32643
Operon3432	LCEOCHIL_05421	garR	Cluster_30715
Operon3433	LCEOCHIL_05422	Unknown_Gene	Cluster_22775
Operon3434	LCEOCHIL_05423	braC_2	Cluster_22775
Operon3435	LCEOCHIL_05424	livH_2	Cluster_64945
Operon3435	LCEOCHIL_05425	Unknown_Gene	Cluster_64945
Operon3435	LCEOCHIL_05426	lptB_2	Cluster_64945
Operon3435	LCEOCHIL_05427	livF_2	Cluster_64945
Operon3436	LCEOCHIL_05428	Unknown_Gene	Cluster_45235
Operon3437	LCEOCHIL_05429	Unknown_Gene	Cluster_107744
Operon3438	LCEOCHIL_05430	nhaA_3	Cluster_43461
Operon3439	LCEOCHIL_05431	slyB	Cluster_85073
Operon3440	LCEOCHIL_05432	Unknown_Gene	Cluster_85073
Operon3441	LCEOCHIL_05433	pdxH_2	Cluster_117532
Operon3441	LCEOCHIL_05434	pal_5	Cluster_117532
Operon3442	LCEOCHIL_05435	yfeW	Cluster_41395
Operon3443	LCEOCHIL_05436	Unknown_Gene	Cluster_153068
Operon3444	LCEOCHIL_05437	dinG_3	Cluster_118128
Operon3445	LCEOCHIL_05438	Unknown_Gene	Cluster_118128
Operon3446	LCEOCHIL_05439	Unknown_Gene	Cluster_118226
Operon3446	LCEOCHIL_05440	Unknown_Gene	Cluster_118226
Operon3447	LCEOCHIL_05441	ompA_2	Cluster_124036
Operon3448	LCEOCHIL_05442	pal_6	Cluster_77344
Operon3449	LCEOCHIL_05443	Unknown_Gene	Cluster_77344
Operon3449	LCEOCHIL_05444	Unknown_Gene	Cluster_77344
Operon3449	LCEOCHIL_05445	Unknown_Gene	Cluster_77344
Operon3449	LCEOCHIL_05446	Unknown_Gene	Cluster_77344
Operon3450	LCEOCHIL_05447	rfnT	Cluster_80699
Operon3451	LCEOCHIL_05448	hisC_6	Cluster_80699
Operon3452	LCEOCHIL_05449	quiP_2	Cluster_20972
Operon3453	LCEOCHIL_05450	Unknown_Gene	Cluster_113379
Operon3454	LCEOCHIL_05451	Unknown_Gene	Cluster_118257
Operon3454	LCEOCHIL_05452	lig	Cluster_118257
Operon3455	LCEOCHIL_05453	Unknown_Gene	Cluster_51314
Operon3456	LCEOCHIL_05454	cshB	Cluster_140350
Operon3456	LCEOCHIL_05455	Unknown_Gene	Cluster_140350
Operon3457	LCEOCHIL_05456	Unknown_Gene	Cluster_121726
Operon3458	LCEOCHIL_05457	dcd	Cluster_27376
Operon3459	LCEOCHIL_05458	capB_2	Cluster_27376
Operon3460	LCEOCHIL_05459	apbC	Cluster_78214
Operon3461	LCEOCHIL_05460	metG_2	Cluster_78214
Operon3462	LCEOCHIL_05461	rnfA	Cluster_75246
Operon3462	LCEOCHIL_05462	rsxD_2	Cluster_75246
Operon3462	LCEOCHIL_05463	rnfG	Cluster_75246
Operon3462	LCEOCHIL_05464	rsxE	Cluster_75246
Operon3462	LCEOCHIL_05465	nth	Cluster_75246
Operon3463	LCEOCHIL_05466	Unknown_Gene	Cluster_112829
Operon3464	LCEOCHIL_05467	bvgA_3	Cluster_22350
Operon3465	LCEOCHIL_05468	Unknown_Gene	Cluster_22350
Operon3466	LCEOCHIL_05469	argG	Cluster_80018
Operon3467	LCEOCHIL_05470	pal_7	Cluster_95839
Operon3468	LCEOCHIL_05471	pyrC	Cluster_95839
Operon3468	LCEOCHIL_05472	rnt	Cluster_95839
Operon3469	LCEOCHIL_05473	ahpC_2	Cluster_50901
Operon3470	LCEOCHIL_05474	Unknown_Gene	Cluster_50901
Operon3471	LCEOCHIL_05475	bfr_2	Cluster_58802
Operon3472	LCEOCHIL_05476	grxD	Cluster_123080
Operon3473	LCEOCHIL_05477	nasC	Cluster_19144
Operon3474	LCEOCHIL_05478	argF	Cluster_19144
Operon3474	LCEOCHIL_05479	btuD_6	Cluster_19144
Operon3475	LCEOCHIL_05480	ybaK	Cluster_31361
Operon3476	LCEOCHIL_05481	glpF	Cluster_31361
Operon3477	LCEOCHIL_05482	glpK	Cluster_152815
Operon3478	LCEOCHIL_05483	glpR	Cluster_36856
Operon3479	LCEOCHIL_05484	glpD	Cluster_42638
Operon3480	LCEOCHIL_05485	Unknown_Gene	Cluster_103496
Operon3481	LCEOCHIL_05486	gltI_2	Cluster_28418
Operon3482	LCEOCHIL_05487	gltJ	Cluster_88728
Operon3482	LCEOCHIL_05488	gltK	Cluster_88728
Operon3482	LCEOCHIL_05489	glnQ_7	Cluster_88728
Operon3483	LCEOCHIL_05490	dctB_3	Cluster_135819
Operon3483	LCEOCHIL_05491	dctD_4	Cluster_135819
Operon3483	LCEOCHIL_05492	ydgC	Cluster_135819
Operon3484	LCEOCHIL_05493	rdmC	Cluster_60819
Operon3485	LCEOCHIL_05494	metR	Cluster_60819
Operon3486	LCEOCHIL_05495	Unknown_Gene	Cluster_50300
Operon3487	LCEOCHIL_05496	rhlB_2	Cluster_50300
Operon3488	LCEOCHIL_05497	Unknown_Gene	Cluster_36668
Operon3489	LCEOCHIL_05498	proY_2	Cluster_13043
Operon3490	LCEOCHIL_05499	Unknown_Gene	Cluster_13043
Operon3491	LCEOCHIL_05500	Unknown_Gene	Cluster_124557
Operon3491	LCEOCHIL_05501	yqjH	Cluster_124557
Operon3492	LCEOCHIL_05502	Unknown_Gene	Cluster_75247
Operon3492	LCEOCHIL_05503	Unknown_Gene	Cluster_75247
Operon3493	LCEOCHIL_05504	Unknown_Gene	Cluster_75247
Operon3494	LCEOCHIL_05505	oprB_3	Cluster_28941
Operon3494	LCEOCHIL_05506	gcd_2	Cluster_28941
Operon3495	LCEOCHIL_05507	lon1	Cluster_47042
Operon3496	LCEOCHIL_05508	Unknown_Gene	Cluster_72804
Operon3497	LCEOCHIL_05509	cmoA	Cluster_84538
Operon3497	LCEOCHIL_05510	cmoB	Cluster_84538
Operon3498	LCEOCHIL_05511	Unknown_Gene	Cluster_24328
Operon3499	LCEOCHIL_05512	czcR_5	Cluster_24328
Operon3499	LCEOCHIL_05513	czcS	Cluster_24328
Operon3500	LCEOCHIL_05514	pdxJ	Cluster_157660
Operon3500	LCEOCHIL_05515	recO	Cluster_157660
Operon3501	LCEOCHIL_05516	era	Cluster_72944
Operon3501	LCEOCHIL_05517	rnc	Cluster_72944
Operon3502	LCEOCHIL_05518	lepB	Cluster_58448
Operon3502	LCEOCHIL_05519	lepA	Cluster_58448
Operon3503	LCEOCHIL_05520	Unknown_Gene	Cluster_58448
Operon3504	LCEOCHIL_05521	degP	Cluster_64079
Operon3505	LCEOCHIL_05522	mucB	Cluster_15273
Operon3505	LCEOCHIL_05523	mucA	Cluster_15273
Operon3505	LCEOCHIL_05524	algU	Cluster_15273
Operon3506	LCEOCHIL_05525	nadB	Cluster_15273
Operon3507	LCEOCHIL_05526	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3507	LCEOCHIL_05527	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3507	LCEOCHIL_05528	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3508	LCEOCHIL_05529	Unknown_Gene	Cluster_40678
Operon3509	LCEOCHIL_05530	Unknown_Gene	Cluster_4469
Operon3510	LCEOCHIL_05531	nhaA_4	Cluster_69060
Operon3511	LCEOCHIL_05532	trkI_1	Cluster_52297
Operon3512	LCEOCHIL_05533	Unknown_Gene	Cluster_52297
Operon3513	LCEOCHIL_05534	Unknown_Gene	Cluster_18422
Operon3514	LCEOCHIL_05535	mqo_4	Cluster_18422
Operon3515	LCEOCHIL_05536	Unknown_Gene	Cluster_44802
Operon3515	LCEOCHIL_05537	Unknown_Gene	Cluster_44802
Operon3516	LCEOCHIL_05538	Unknown_Gene	Cluster_132920
Operon3517	LCEOCHIL_05539	namA_2	Cluster_132920
Operon3518	LCEOCHIL_05540	dadA1_4	Cluster_79458
Operon3518	LCEOCHIL_05541	Unknown_Gene	Cluster_79458
Operon3519	LCEOCHIL_05542	dapA_4	Cluster_157118
Operon3519	LCEOCHIL_05543	proR	Cluster_157118
Operon3520	LCEOCHIL_05544	yveA	Cluster_20782
Operon3521	LCEOCHIL_05545	rhaS_10	Cluster_20782
Operon3522	LCEOCHIL_05546	oxyR_2	Cluster_89328
Operon3523	LCEOCHIL_05547	moaB_2	Cluster_89328
Operon3524	LCEOCHIL_05548	Unknown_Gene	Cluster_43251
Operon3524	LCEOCHIL_05549	moaA_3	Cluster_43251
Operon3525	LCEOCHIL_05550	ydeP_2	Cluster_43251
Operon3526	LCEOCHIL_05551	decR_5	Cluster_122373
Operon3527	LCEOCHIL_05552	metC	Cluster_122373
Operon3528	LCEOCHIL_05553	Unknown_Gene	Cluster_104194
Operon3529	LCEOCHIL_05554	Unknown_Gene	Cluster_104194
Operon3530	LCEOCHIL_05555	eptA_2	Cluster_74307
Operon3531	LCEOCHIL_05556	rnd	Cluster_51659
Operon3531	LCEOCHIL_05557	ycgL	Cluster_51659
Operon3531	LCEOCHIL_05558	ghrA	Cluster_51659
Operon3532	LCEOCHIL_05559	rutE	Cluster_86331
Operon3533	LCEOCHIL_05560	Unknown_Gene	Cluster_86331
Operon3533	LCEOCHIL_05561	Unknown_Gene	Cluster_86331
Operon3534	LCEOCHIL_05562	Unknown_Gene	Cluster_144427
Operon3535	LCEOCHIL_05563	Unknown_Gene	Cluster_135102
Operon3536	LCEOCHIL_05564	Unknown_Gene	Cluster_94426
Operon3537	LCEOCHIL_05565	Unknown_Gene	Cluster_94426
