GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2171
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	ALBICJPK_00001	bauC	Cluster_135751
Operon2880	ALBICJPK_04400	erpA	Cluster_117097
Operon2881	ALBICJPK_04401	argC_2	Cluster_88133
Operon2882	ALBICJPK_04402	Unknown_Gene	Cluster_88133
Operon2882	ALBICJPK_04403	Unknown_Gene	Cluster_88133
Operon2883	ALBICJPK_04404	isfD	Cluster_140022
Operon2884	ALBICJPK_04405	Unknown_Gene	Cluster_142110
Operon2885	ALBICJPK_04406	coq7	Cluster_141921
Operon2885	ALBICJPK_04407	Unknown_Gene	Cluster_141921
Operon2886	ALBICJPK_04408	yhfA	Cluster_62975
Operon2887	ALBICJPK_04409	vfr	Cluster_62975
Operon2888	ALBICJPK_04410	Unknown_Gene	Cluster_92282
Operon2889	ALBICJPK_04411	trpC	Cluster_21854
Operon2889	ALBICJPK_04412	trpD_2	Cluster_21854
Operon2889	ALBICJPK_04413	trpG	Cluster_21854
Operon2890	ALBICJPK_04414	estP	Cluster_21854
Operon2891	ALBICJPK_04415	trpE	Cluster_138787
Operon2892	ALBICJPK_04416	gph_2	Cluster_62343
Operon2892	ALBICJPK_04417	rpe	Cluster_62343
Operon2893	ALBICJPK_04418	ydcV_4	Cluster_145942
Operon2893	ALBICJPK_04419	Unknown_Gene	Cluster_145942
Operon2894	ALBICJPK_04420	potD_2	Cluster_161022
Operon2894	ALBICJPK_04421	potA_4	Cluster_161022
Operon2895	ALBICJPK_04422	uvrY	Cluster_120416
Operon2895	ALBICJPK_04423	mltF_4	Cluster_120416
Operon2896	ALBICJPK_04424	Unknown_Gene	Cluster_120416
Operon2897	ALBICJPK_04425	djlA	Cluster_95408
Operon2897	ALBICJPK_04426	murU	Cluster_95408
Operon2897	ALBICJPK_04427	amgK	Cluster_95408
Operon2898	ALBICJPK_04428	lptD	Cluster_95408
Operon2898	ALBICJPK_04429	surA_2	Cluster_95408
Operon2898	ALBICJPK_04430	pdxA	Cluster_95408
Operon2898	ALBICJPK_04431	rsmA	Cluster_95408
Operon2899	ALBICJPK_04432	apaG	Cluster_60406
Operon2899	ALBICJPK_04433	apaH_2	Cluster_60406
Operon2899	ALBICJPK_04434	glpE	Cluster_60406
Operon2900	ALBICJPK_04435	Unknown_Gene	Cluster_34797
Operon2901	ALBICJPK_04436	Unknown_Gene	Cluster_77066
Operon2901	ALBICJPK_04437	Unknown_Gene	Cluster_77066
Operon2902	ALBICJPK_04438	cca	Cluster_150059
Operon2903	ALBICJPK_04439	Unknown_Gene	Cluster_134634
Operon2903	ALBICJPK_04440	folB	Cluster_134634
Operon2904	ALBICJPK_04441	plsY	Cluster_134634
Operon2905	ALBICJPK_04442	tsaD	Cluster_57307
Operon2906	ALBICJPK_04443	rpsU	Cluster_57307
Operon2907	ALBICJPK_04444	dnaG	Cluster_31181
Operon2908	ALBICJPK_04445	rpoD	Cluster_140056
Operon2909	ALBICJPK_04446	Unknown_Gene	Cluster_97907
Operon2909	ALBICJPK_04447	Unknown_Gene	Cluster_97907
Operon2910	ALBICJPK_04448	hcaR_2	Cluster_113875
Operon2911	ALBICJPK_04449	Unknown_Gene	Cluster_113875
Operon2912	ALBICJPK_04450	Unknown_Gene	Cluster_164663
Operon2913	ALBICJPK_04451	Unknown_Gene	Cluster_164663
Operon2914	ALBICJPK_04452	Unknown_Gene	Cluster_20565
Operon2915	ALBICJPK_04453	Unknown_Gene	Cluster_20565
Operon2916	ALBICJPK_04454	lpxD_2	Cluster_64925
Operon2917	ALBICJPK_04455	decR_4	Cluster_64925
Operon2918	ALBICJPK_04456	iaaM	Cluster_29912
Operon2918	ALBICJPK_04457	ramA_2	Cluster_29912
Operon2919	ALBICJPK_04458	Unknown_Gene	Cluster_88772
Operon2920	ALBICJPK_04459	pqqB	Cluster_27644
Operon2921	ALBICJPK_04460	pqqC	Cluster_78822
Operon2921	ALBICJPK_04461	pqqD_2	Cluster_78822
Operon2921	ALBICJPK_04462	pqqE	Cluster_78822
Operon2921	ALBICJPK_04463	Unknown_Gene	Cluster_78822
Operon2922	ALBICJPK_04464	Unknown_Gene	Cluster_81676
Operon2923	ALBICJPK_04465	argD_2	Cluster_55414
Operon2924	ALBICJPK_04466	hdfR_12	Cluster_55414
Operon2925	ALBICJPK_04467	dmdC_4	Cluster_99994
Operon2926	ALBICJPK_04468	Unknown_Gene	Cluster_11692
Operon2927	ALBICJPK_04469	dmdC_5	Cluster_30881
Operon2928	ALBICJPK_04470	Unknown_Gene	Cluster_55054
Operon2929	ALBICJPK_04471	bioD1	Cluster_124271
Operon2929	ALBICJPK_04472	bioC	Cluster_124271
Operon2929	ALBICJPK_04473	bioH	Cluster_124271
Operon2929	ALBICJPK_04474	bioF_2	Cluster_124271
Operon2929	ALBICJPK_04475	bioB	Cluster_124271
Operon2930	ALBICJPK_04476	Unknown_Gene	Cluster_124271
Operon2930	ALBICJPK_04477	modE	Cluster_124271
Operon2931	ALBICJPK_04478	srkA	Cluster_75353
Operon2932	ALBICJPK_04479	rarD_2	Cluster_142667
Operon2933	ALBICJPK_04480	Unknown_Gene	Cluster_14635
Operon2934	ALBICJPK_04481	glcB	Cluster_14635
Operon2935	ALBICJPK_04482	rssB_7	Cluster_54760
Operon2936	ALBICJPK_04483	Unknown_Gene	Cluster_54760
Operon2936	ALBICJPK_04484	dinG_5	Cluster_54760
Operon2937	ALBICJPK_04485	fecI_8	Cluster_85069
Operon2937	ALBICJPK_04486	fecR_5	Cluster_85069
Operon2938	ALBICJPK_04487	fhuA_3	Cluster_20280
Operon2939	ALBICJPK_04488	Unknown_Gene	Cluster_149293
Operon2939	ALBICJPK_04489	Unknown_Gene	Cluster_149293
Operon2940	ALBICJPK_04490	Unknown_Gene	Cluster_139395
Operon2941	ALBICJPK_04491	kdkA_1	Cluster_58782
Operon2941	ALBICJPK_04492	Unknown_Gene	Cluster_58782
Operon2941	ALBICJPK_04493	kdkA_2	Cluster_58782
Operon2941	ALBICJPK_04494	rfaP	Cluster_58782
Operon2941	ALBICJPK_04495	rfaG	Cluster_58782
Operon2941	ALBICJPK_04496	rfaC	Cluster_58782
Operon2941	ALBICJPK_04497	rfaF	Cluster_58782
Operon2942	ALBICJPK_04498	glnE	Cluster_17665
Operon2943	ALBICJPK_04499	aceE	Cluster_17665
Operon2943	ALBICJPK_04500	aceF	Cluster_17665
Operon2944	ALBICJPK_04501	Unknown_Gene	Cluster_17828
Operon2945	ALBICJPK_04502	msrA	Cluster_73773
Operon2945	ALBICJPK_04503	yibF	Cluster_73773
Operon2946	ALBICJPK_04504	creD	Cluster_111754
Operon2947	ALBICJPK_04505	creC	Cluster_85109
Operon2947	ALBICJPK_04506	creB	Cluster_85109
Operon2948	ALBICJPK_04507	Unknown_Gene	Cluster_67138
Operon2949	ALBICJPK_04508	yihG	Cluster_67138
Operon2950	ALBICJPK_04509	Unknown_Gene	Cluster_62402
Operon2951	ALBICJPK_04510	Unknown_Gene	Cluster_62402
Operon2952	ALBICJPK_04511	Unknown_Gene	Cluster_4067
Operon2953	ALBICJPK_04512	fdhA	Cluster_31694
Operon2954	ALBICJPK_04513	purU_2	Cluster_72806
Operon2954	ALBICJPK_04514	soxG	Cluster_72806
Operon2955	ALBICJPK_04515	soxA	Cluster_27938
Operon2955	ALBICJPK_04516	soxD	Cluster_27938
Operon2955	ALBICJPK_04517	soxB	Cluster_27938
Operon2955	ALBICJPK_04518	glyA_2	Cluster_27938
Operon2956	ALBICJPK_04519	ltaE	Cluster_27938
Operon2957	ALBICJPK_04520	mcpH_2	Cluster_15779
Operon2958	ALBICJPK_04521	Unknown_Gene	Cluster_39141
Operon2958	ALBICJPK_04522	Unknown_Gene	Cluster_39141
Operon2959	ALBICJPK_04523	Unknown_Gene	Cluster_39141
Operon2960	ALBICJPK_04524	hcr	Cluster_32952
Operon2961	ALBICJPK_04525	Unknown_Gene	Cluster_32952
Operon2962	ALBICJPK_04526	Unknown_Gene	Cluster_7108
Operon2963	ALBICJPK_04527	Unknown_Gene	Cluster_68621
Operon2963	ALBICJPK_04528	fixB	Cluster_68621
Operon2963	ALBICJPK_04529	Unknown_Gene	Cluster_68621
Operon2964	ALBICJPK_04530	stcD_2	Cluster_132431
Operon2964	ALBICJPK_04531	Unknown_Gene	Cluster_132431
Operon2965	ALBICJPK_04532	Unknown_Gene	Cluster_34931
Operon2966	ALBICJPK_04533	Unknown_Gene	Cluster_34931
Operon2967	ALBICJPK_04534	Unknown_Gene	Cluster_90549
Operon2968	ALBICJPK_04535	Unknown_Gene	Cluster_135750
Operon2969	ALBICJPK_04536	cdhR_9	Cluster_84552
Operon2970	ALBICJPK_04537	Unknown_Gene	Cluster_84552
Operon2971	ALBICJPK_04538	kce	Cluster_100020
Operon2972	ALBICJPK_04539	lcdH_1	Cluster_72889
Operon2972	ALBICJPK_04540	lcdH_2	Cluster_72889
Operon2973	ALBICJPK_04541	Unknown_Gene	Cluster_25858
Operon2974	ALBICJPK_04542	Unknown_Gene	Cluster_25858
Operon2975	ALBICJPK_04543	cdhR_10	Cluster_11500
Operon2976	ALBICJPK_04544	tdcG_1	Cluster_14603
Operon2977	ALBICJPK_04545	Unknown_Gene	Cluster_14603
Operon2978	ALBICJPK_04546	opuAB_2	Cluster_127408
Operon2978	ALBICJPK_04547	btuD_3	Cluster_127408
Operon2979	ALBICJPK_04548	hisF	Cluster_65377
Operon2979	ALBICJPK_04549	hisA	Cluster_65377
Operon2979	ALBICJPK_04550	Unknown_Gene	Cluster_65377
Operon2979	ALBICJPK_04551	hisH	Cluster_65377
Operon2979	ALBICJPK_04552	hisB	Cluster_65377
Operon2980	ALBICJPK_04553	Unknown_Gene	Cluster_38654
Operon2981	ALBICJPK_04554	Unknown_Gene	Cluster_38654
Operon2981	ALBICJPK_04555	mutY	Cluster_38654
Operon2981	ALBICJPK_04556	Unknown_Gene	Cluster_38654
Operon2982	ALBICJPK_04557	Unknown_Gene	Cluster_122602
Operon2983	ALBICJPK_04558	Unknown_Gene	Cluster_46356
Operon2984	ALBICJPK_04559	Unknown_Gene	Cluster_46356
Operon2985	ALBICJPK_04560	gabP_5	Cluster_6110
Operon2986	ALBICJPK_04561	occP	Cluster_6110
Operon2986	ALBICJPK_04562	artJ_2	Cluster_6110
Operon2987	ALBICJPK_04563	artQ_2	Cluster_150831
Operon2987	ALBICJPK_04564	occM_3	Cluster_150831
Operon2988	ALBICJPK_04565	Unknown_Gene	Cluster_108361
Operon2989	ALBICJPK_04566	Unknown_Gene	Cluster_9944
Operon2990	ALBICJPK_04567	Unknown_Gene	Cluster_9944
Operon2991	ALBICJPK_04568	Unknown_Gene	Cluster_117579
Operon2992	ALBICJPK_04569	Unknown_Gene	Cluster_6439
Operon2993	ALBICJPK_04570	Unknown_Gene	Cluster_130585
Operon2994	ALBICJPK_04571	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04572	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04573	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04574	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04575	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04576	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04577	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04578	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04579	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04580	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04581	Unknown_Gene	Cluster_72986
Operon2994	ALBICJPK_04582	Unknown_Gene	Cluster_72986
Operon2995	ALBICJPK_04583	Unknown_Gene	Cluster_117445
Operon2995	ALBICJPK_04584	Unknown_Gene	Cluster_117445
Operon2995	ALBICJPK_04585	Unknown_Gene	Cluster_117445
Operon2995	ALBICJPK_04586	Unknown_Gene	Cluster_117445
Operon2995	ALBICJPK_04587	Unknown_Gene	Cluster_117445
Operon2995	ALBICJPK_04588	Unknown_Gene	Cluster_117445
Operon2995	ALBICJPK_04589	Unknown_Gene	Cluster_117445
Operon2995	ALBICJPK_04590	Unknown_Gene	Cluster_117445
Operon2995	ALBICJPK_04591	Unknown_Gene	Cluster_117445
Operon2995	ALBICJPK_04592	Unknown_Gene	Cluster_117445
Operon2996	ALBICJPK_04593	Unknown_Gene	Cluster_78050
Operon2996	ALBICJPK_04594	Unknown_Gene	Cluster_78050
Operon2996	ALBICJPK_04595	Unknown_Gene	Cluster_78050
Operon2997	ALBICJPK_04596	Unknown_Gene	Cluster_78050
Operon2997	ALBICJPK_04597	Unknown_Gene	Cluster_78050
Operon2998	ALBICJPK_04598	Unknown_Gene	Cluster_136903
Operon2999	ALBICJPK_04599	Unknown_Gene	Cluster_123588
Operon3000	ALBICJPK_04600	Unknown_Gene	Cluster_125744
Operon3001	ALBICJPK_04601	Unknown_Gene	Cluster_125744
Operon3002	ALBICJPK_04602	Unknown_Gene	Cluster_143594
Operon3002	ALBICJPK_04603	Unknown_Gene	Cluster_143594
Operon3003	ALBICJPK_04604	Unknown_Gene	Cluster_140955
Operon3003	ALBICJPK_04605	Unknown_Gene	Cluster_140955
Operon3003	ALBICJPK_04606	Unknown_Gene	Cluster_140955
Operon3004	ALBICJPK_04607	Unknown_Gene	Cluster_137196
Operon3004	ALBICJPK_04608	Unknown_Gene	Cluster_137196
Operon3004	ALBICJPK_04609	Unknown_Gene	Cluster_137196
Operon3004	ALBICJPK_04610	Unknown_Gene	Cluster_137196
Operon3004	ALBICJPK_04611	Unknown_Gene	Cluster_137196
Operon3005	ALBICJPK_04612	Unknown_Gene	Cluster_117300
Operon3005	ALBICJPK_04613	xerC_5	Cluster_117300
Operon3006	ALBICJPK_04614	intA_2	Cluster_31249
Operon3007	ALBICJPK_04615	Unknown_Gene	Cluster_655
Operon3007	ALBICJPK_04616	Unknown_Gene	Cluster_655
Operon3008	ALBICJPK_04617	Unknown_Gene	Cluster_54659
Operon3008	ALBICJPK_04618	Unknown_Gene	Cluster_54659
Operon3009	ALBICJPK_04619	Unknown_Gene	Cluster_3958
Operon3010	ALBICJPK_04620	Unknown_Gene	Cluster_160336
Operon3010	ALBICJPK_04621	Unknown_Gene	Cluster_160336
Operon3011	ALBICJPK_04622	Unknown_Gene	Cluster_61510
Operon3012	ALBICJPK_04623	fpvA_2	Cluster_83974
Operon3013	ALBICJPK_04624	ompR_4	Cluster_83974
Operon3013	ALBICJPK_04625	sasA_16	Cluster_83974
Operon3014	ALBICJPK_04626	Unknown_Gene	Cluster_74163
Operon3015	ALBICJPK_04627	oprD_6	Cluster_13220
Operon3016	ALBICJPK_04628	cntO_5	Cluster_13220
Operon3017	ALBICJPK_04629	aguA	Cluster_36443
Operon3018	ALBICJPK_04630	rmlC	Cluster_36443
Operon3018	ALBICJPK_04631	dctB_2	Cluster_36443
Operon3018	ALBICJPK_04632	dctD_2	Cluster_36443
Operon3018	ALBICJPK_04633	Unknown_Gene	Cluster_36443
Operon3019	ALBICJPK_04634	cysQ	Cluster_142265
Operon3019	ALBICJPK_04635	nudE	Cluster_142265
Operon3020	ALBICJPK_04636	yrfG	Cluster_142265
Operon3021	ALBICJPK_04637	kbp	Cluster_50804
Operon3022	ALBICJPK_04638	fdhD	Cluster_50804
Operon3022	ALBICJPK_04639	ydeP_2	Cluster_50804
Operon3023	ALBICJPK_04640	Unknown_Gene	Cluster_61185
Operon3024	ALBICJPK_04641	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3025	ALBICJPK_04642	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3026	ALBICJPK_04643	Unknown_Gene	Cluster_47446
Operon3027	ALBICJPK_04644	Unknown_Gene	Cluster_21588
Operon3028	ALBICJPK_04645	Unknown_Gene	Cluster_23486
Operon3029	ALBICJPK_04646	Unknown_Gene	Cluster_129177
Operon3030	ALBICJPK_04647	Unknown_Gene	Cluster_129177
Operon3031	ALBICJPK_04648	Unknown_Gene	Cluster_105446
Operon3032	ALBICJPK_04649	Unknown_Gene	Cluster_118797
Operon3033	ALBICJPK_04650	Unknown_Gene	Cluster_118797
Operon3034	ALBICJPK_04651	Unknown_Gene	Cluster_56790
Operon3035	ALBICJPK_04652	Unknown_Gene	Cluster_26840
Operon3036	ALBICJPK_04653	Unknown_Gene	Cluster_26840
Operon3037	ALBICJPK_04654	Unknown_Gene	Cluster_1507
Operon3037	ALBICJPK_04655	Unknown_Gene	Cluster_1507
Operon3038	ALBICJPK_04656	Unknown_Gene	Cluster_156645
Operon3038	ALBICJPK_04657	Unknown_Gene	Cluster_156645
Operon3038	ALBICJPK_04658	Unknown_Gene	Cluster_156645
Operon3039	ALBICJPK_04659	prfC	Cluster_29336
Operon3040	ALBICJPK_04660	spuE_2	Cluster_149641
Operon3041	ALBICJPK_04661	Unknown_Gene	Cluster_166242
Operon3041	ALBICJPK_04662	mnmC_2	Cluster_166242
Operon3042	ALBICJPK_04663	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3043	ALBICJPK_04664	besD	Cluster_161205
Operon3043	ALBICJPK_04665	Unknown_Gene	Cluster_161205
Operon3043	ALBICJPK_04666	Unknown_Gene	Cluster_161205
Operon3043	ALBICJPK_04667	Unknown_Gene	Cluster_161205
Operon3043	ALBICJPK_04668	Unknown_Gene	Cluster_161205
Operon3043	ALBICJPK_04669	gerN	Cluster_161205
Operon3044	ALBICJPK_04670	Unknown_Gene	Cluster_134463
Operon3045	ALBICJPK_04671	dmlR_18	Cluster_121190
Operon3045	ALBICJPK_04672	hrb	Cluster_121190
Operon3046	ALBICJPK_04673	ddpF	Cluster_123079
Operon3046	ALBICJPK_04674	dppD	Cluster_123079
Operon3046	ALBICJPK_04675	dppC	Cluster_123079
Operon3046	ALBICJPK_04676	dppB	Cluster_123079
Operon3047	ALBICJPK_04677	dppA_2	Cluster_132106
Operon3048	ALBICJPK_04678	oprD_7	Cluster_46669
Operon3049	ALBICJPK_04679	dppA_3	Cluster_85722
Operon3050	ALBICJPK_04680	dppA_4	Cluster_20026
Operon3051	ALBICJPK_04681	Unknown_Gene	Cluster_58774
Operon3052	ALBICJPK_04682	regB	Cluster_58774
Operon3052	ALBICJPK_04683	regA	Cluster_58774
Operon3053	ALBICJPK_04684	nylB	Cluster_111141
Operon3053	ALBICJPK_04685	Unknown_Gene	Cluster_111141
Operon3053	ALBICJPK_04686	Unknown_Gene	Cluster_111141
Operon3053	ALBICJPK_04687	ywiE	Cluster_111141
Operon3054	ALBICJPK_04688	yhbO_2	Cluster_153029
Operon3055	ALBICJPK_04689	Unknown_Gene	Cluster_106257
Operon3056	ALBICJPK_04690	Unknown_Gene	Cluster_106257
Operon3056	ALBICJPK_04691	Unknown_Gene	Cluster_106257
Operon3057	ALBICJPK_04692	fumA	Cluster_43001
Operon3058	ALBICJPK_04693	ndoR	Cluster_43001
Operon3059	ALBICJPK_04694	Unknown_Gene	Cluster_66703
Operon3060	ALBICJPK_04695	czcR_2	Cluster_66703
Operon3060	ALBICJPK_04696	sasA_17	Cluster_66703
Operon3061	ALBICJPK_04697	Unknown_Gene	Cluster_111397
Operon3061	ALBICJPK_04698	inaA	Cluster_111397
Operon3061	ALBICJPK_04699	Unknown_Gene	Cluster_111397
Operon3062	ALBICJPK_04700	bepE_2	Cluster_52534
Operon3062	ALBICJPK_04701	mdtA_5	Cluster_52534
Operon3063	ALBICJPK_04702	Unknown_Gene	Cluster_109828
Operon3063	ALBICJPK_04703	Unknown_Gene	Cluster_109828
Operon3063	ALBICJPK_04704	Unknown_Gene	Cluster_109828
Operon3064	ALBICJPK_04705	Unknown_Gene	Cluster_88701
Operon3064	ALBICJPK_04706	Unknown_Gene	Cluster_88701
Operon3065	ALBICJPK_04707	Unknown_Gene	Cluster_77619
Operon3066	ALBICJPK_04708	Unknown_Gene	Cluster_11982
Operon3067	ALBICJPK_04709	quiA_2	Cluster_57557
Operon3068	ALBICJPK_04710	Unknown_Gene	Cluster_62422
Operon3069	ALBICJPK_04711	otnI	Cluster_62422
Operon3070	ALBICJPK_04712	sodB_1	Cluster_37958
Operon3071	ALBICJPK_04713	argO	Cluster_115462
Operon3072	ALBICJPK_04714	Unknown_Gene	Cluster_115462
Operon3072	ALBICJPK_04715	oleD	Cluster_115462
Operon3073	ALBICJPK_04716	Unknown_Gene	Cluster_136363
Operon3074	ALBICJPK_04717	nemA_1	Cluster_83355
Operon3074	ALBICJPK_04718	Unknown_Gene	Cluster_83355
Operon3075	ALBICJPK_04719	acpH	Cluster_83355
Operon3076	ALBICJPK_04720	Unknown_Gene	Cluster_76298
Operon3076	ALBICJPK_04721	Unknown_Gene	Cluster_76298
Operon3077	ALBICJPK_04722	Unknown_Gene	Cluster_76298
Operon3078	ALBICJPK_04723	Unknown_Gene	Cluster_62725
Operon3079	ALBICJPK_04724	aroP_2	Cluster_148866
Operon3080	ALBICJPK_04725	Unknown_Gene	Cluster_145943
Operon3081	ALBICJPK_04726	rlpA_2	Cluster_97305
Operon3082	ALBICJPK_04727	gatB	Cluster_57273
Operon3082	ALBICJPK_04728	gatA	Cluster_57273
Operon3082	ALBICJPK_04729	gatC	Cluster_57273
Operon3083	ALBICJPK_04730	mreB	Cluster_57273
Operon3084	ALBICJPK_04731	Unknown_Gene	Cluster_46122
Operon3084	ALBICJPK_04732	mreD	Cluster_46122
Operon3084	ALBICJPK_04733	yhdE	Cluster_46122
Operon3085	ALBICJPK_04734	rng	Cluster_148451
Operon3086	ALBICJPK_04735	Unknown_Gene	Cluster_125220
Operon3086	ALBICJPK_04736	nit1	Cluster_125220
Operon3086	ALBICJPK_04737	tldD	Cluster_125220
Operon3087	ALBICJPK_04738	Unknown_Gene	Cluster_110405
Operon3088	ALBICJPK_04739	pmbA	Cluster_110405
Operon3089	ALBICJPK_04740	Unknown_Gene	Cluster_44208
Operon3089	ALBICJPK_04741	fumC_2	Cluster_44208
Operon3089	ALBICJPK_04742	Unknown_Gene	Cluster_44208
Operon3089	ALBICJPK_04743	sodB_2	Cluster_44208
Operon3089	ALBICJPK_04744	zupT_2	Cluster_44208
Operon3090	ALBICJPK_04745	ptsH	Cluster_131407
Operon3090	ALBICJPK_04746	rapZ	Cluster_131407
Operon3090	ALBICJPK_04747	ptsN	Cluster_131407
Operon3090	ALBICJPK_04748	hpf	Cluster_131407
Operon3091	ALBICJPK_04749	rpoN	Cluster_59224
Operon3092	ALBICJPK_04750	lptB_5	Cluster_43706
Operon3092	ALBICJPK_04751	lptA	Cluster_43706
Operon3092	ALBICJPK_04752	lptC	Cluster_43706
Operon3092	ALBICJPK_04753	kdsC	Cluster_43706
Operon3092	ALBICJPK_04754	kdsD	Cluster_43706
Operon3093	ALBICJPK_04755	mlaF	Cluster_43706
Operon3093	ALBICJPK_04756	mlaE	Cluster_43706
Operon3093	ALBICJPK_04757	mlaD	Cluster_43706
Operon3093	ALBICJPK_04758	mlaC	Cluster_43706
Operon3093	ALBICJPK_04759	Unknown_Gene	Cluster_43706
Operon3094	ALBICJPK_04760	Unknown_Gene	Cluster_103709
Operon3094	ALBICJPK_04761	murA	Cluster_103709
Operon3095	ALBICJPK_04762	hisG	Cluster_122375
Operon3096	ALBICJPK_04763	hisD	Cluster_33235
Operon3096	ALBICJPK_04764	hisC_7	Cluster_33235
Operon3097	ALBICJPK_04765	Unknown_Gene	Cluster_89939
Operon3098	ALBICJPK_04766	lutR_5	Cluster_89939
Operon3098	ALBICJPK_04767	yycB_2	Cluster_89939
Operon3099	ALBICJPK_04768	Unknown_Gene	Cluster_110406
Operon3099	ALBICJPK_04769	Unknown_Gene	Cluster_110406
Operon3100	ALBICJPK_04770	yejK	Cluster_21843
Operon3101	ALBICJPK_04771	hupB_3	Cluster_21843
Operon3102	ALBICJPK_04772	rlmF	Cluster_67692
Operon3103	ALBICJPK_04773	valS	Cluster_110289
Operon3104	ALBICJPK_04774	Unknown_Gene	Cluster_22293
Operon3105	ALBICJPK_04775	holC	Cluster_153803
Operon3106	ALBICJPK_04776	pepA	NO_CLUSTER_ASSOCIATION_FOUND
Operon3107	ALBICJPK_04777	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon3107	ALBICJPK_04778	lptF	NO_CLUSTER_ASSOCIATION_FOUND
Operon3107	ALBICJPK_04779	lptG	NO_CLUSTER_ASSOCIATION_FOUND
Operon3108	ALBICJPK_04780	Unknown_Gene	Cluster_123816
Operon3109	ALBICJPK_04781	capB_3	Cluster_19257
Operon3110	ALBICJPK_04782	gcvT_2	Cluster_83386
Operon3110	ALBICJPK_04783	tdcG_2	Cluster_83386
Operon3111	ALBICJPK_04784	gcvP_2	Cluster_31821
Operon3111	ALBICJPK_04785	gcvH_2	Cluster_31821
Operon3112	ALBICJPK_04786	Unknown_Gene	Cluster_50917
Operon3112	ALBICJPK_04787	Unknown_Gene	Cluster_50917
Operon3112	ALBICJPK_04788	Unknown_Gene	Cluster_50917
Operon3112	ALBICJPK_04789	Unknown_Gene	Cluster_50917
Operon3113	ALBICJPK_04790	sigF	Cluster_50917
Operon3113	ALBICJPK_04791	nrsf	Cluster_50917
Operon3114	ALBICJPK_04792	tyrR_2	Cluster_89303
Operon3115	ALBICJPK_04793	Unknown_Gene	Cluster_149295
Operon3116	ALBICJPK_04794	arcC1	Cluster_75772
Operon3117	ALBICJPK_04795	arcB	Cluster_138788
Operon3118	ALBICJPK_04796	arcA_2	Cluster_166243
Operon3118	ALBICJPK_04797	arcD_1	Cluster_166243
Operon3119	ALBICJPK_04798	arcD_2	Cluster_15945
Operon3120	ALBICJPK_04799	ybaN_2	Cluster_150832
Operon3121	ALBICJPK_04800	pigA_2	Cluster_59183
Operon3122	ALBICJPK_04801	tbp1	Cluster_91368
Operon3123	ALBICJPK_04802	Unknown_Gene	Cluster_83967
Operon3124	ALBICJPK_04803	carQ	Cluster_45497
Operon3125	ALBICJPK_04804	gapA	Cluster_38910
Operon3126	ALBICJPK_04805	edd	Cluster_38910
Operon3126	ALBICJPK_04806	glk	Cluster_38910
Operon3127	ALBICJPK_04807	ompR_5	Cluster_131748
Operon3127	ALBICJPK_04808	sasA_18	Cluster_131748
Operon3128	ALBICJPK_04809	yihS	Cluster_49543
Operon3129	ALBICJPK_04810	Unknown_Gene	Cluster_111931
Operon3130	ALBICJPK_04811	melD	Cluster_93702
Operon3130	ALBICJPK_04812	ngcG	Cluster_93702
Operon3130	ALBICJPK_04813	ugpC	Cluster_93702
Operon3130	ALBICJPK_04814	oprB_3	Cluster_93702
Operon3131	ALBICJPK_04815	yeaD_2	Cluster_104653
Operon3132	ALBICJPK_04816	hexR_2	Cluster_58143
Operon3133	ALBICJPK_04817	zwf_3	Cluster_58143
Operon3133	ALBICJPK_04818	pgl_2	Cluster_58143
Operon3133	ALBICJPK_04819	eda	Cluster_58143
Operon3134	ALBICJPK_04820	leuA	Cluster_17019
Operon3135	ALBICJPK_04821	Unknown_Gene	Cluster_130731
Operon3135	ALBICJPK_04822	xseA	Cluster_130731
Operon3136	ALBICJPK_04823	hcaR_3	Cluster_118919
Operon3137	ALBICJPK_04824	Unknown_Gene	Cluster_118919
Operon3137	ALBICJPK_04825	Unknown_Gene	Cluster_118919
Operon3138	ALBICJPK_04826	guaB	Cluster_126014
Operon3139	ALBICJPK_04827	guaA	Cluster_132107
Operon3140	ALBICJPK_04828	Unknown_Gene	Cluster_28600
Operon3141	ALBICJPK_04829	mco	Cluster_28600
Operon3141	ALBICJPK_04830	tadA	Cluster_28600
Operon3142	ALBICJPK_04831	mltF_5	Cluster_4433
Operon3143	ALBICJPK_04832	purL	Cluster_4433
Operon3143	ALBICJPK_04833	Unknown_Gene	Cluster_4433
