GENES WITH MULTIPLE OCCURRENCES(Gene -> Occurrence)
Unknown_Gene	2071
*****************************************************
LOCUS TAG TO GENE LIST
Operon1	OMAKBKMK_00001	fatA	Cluster_100869
Operon2666	OMAKBKMK_04092	Unknown_Gene	Cluster_60490
Operon2667	OMAKBKMK_04093	Unknown_Gene	Cluster_60490
Operon2668	OMAKBKMK_04094	Unknown_Gene	Cluster_126179
Operon2669	OMAKBKMK_04095	Unknown_Gene	Cluster_58420
Operon2670	OMAKBKMK_04096	Unknown_Gene	Cluster_5673
Operon2671	OMAKBKMK_04097	Unknown_Gene	Cluster_5673
Operon2671	OMAKBKMK_04098	ndmA	Cluster_5673
Operon2672	OMAKBKMK_04099	ssuB_2	Cluster_141307
Operon2672	OMAKBKMK_04100	ribX_2	Cluster_141307
Operon2672	OMAKBKMK_04101	Unknown_Gene	Cluster_141307
Operon2672	OMAKBKMK_04102	pobB_3	Cluster_141307
Operon2673	OMAKBKMK_04103	tmk_2	Cluster_57163
Operon2674	OMAKBKMK_04104	Unknown_Gene	Cluster_57163
Operon2675	OMAKBKMK_04105	aspT	Cluster_124401
Operon2676	OMAKBKMK_04106	Unknown_Gene	Cluster_49289
Operon2677	OMAKBKMK_04107	pqiA_3	Cluster_49289
Operon2677	OMAKBKMK_04108	pqiA_4	Cluster_49289
Operon2677	OMAKBKMK_04109	pqiB	Cluster_49289
Operon2677	OMAKBKMK_04110	Unknown_Gene	Cluster_49289
Operon2678	OMAKBKMK_04111	speE_2	Cluster_128056
Operon2679	OMAKBKMK_04112	Unknown_Gene	Cluster_118053
Operon2680	OMAKBKMK_04113	Unknown_Gene	Cluster_158057
Operon2680	OMAKBKMK_04114	Unknown_Gene	Cluster_158057
Operon2680	OMAKBKMK_04115	Unknown_Gene	Cluster_158057
Operon2680	OMAKBKMK_04116	Unknown_Gene	Cluster_158057
Operon2680	OMAKBKMK_04117	Unknown_Gene	Cluster_158057
Operon2680	OMAKBKMK_04118	Unknown_Gene	Cluster_158057
Operon2680	OMAKBKMK_04119	Unknown_Gene	Cluster_158057
Operon2681	OMAKBKMK_04120	Unknown_Gene	Cluster_27771
Operon2682	OMAKBKMK_04121	rcsC_11	Cluster_72762
Operon2683	OMAKBKMK_04122	Unknown_Gene	Cluster_72762
Operon2684	OMAKBKMK_04123	Unknown_Gene	Cluster_91721
Operon2685	OMAKBKMK_04124	Unknown_Gene	Cluster_50678
Operon2686	OMAKBKMK_04125	Unknown_Gene	Cluster_49387
Operon2687	OMAKBKMK_04126	puuP_3	Cluster_69185
Operon2688	OMAKBKMK_04127	araJ	Cluster_125414
Operon2689	OMAKBKMK_04128	ghrB_4	Cluster_145355
Operon2689	OMAKBKMK_04129	ttuB_2	Cluster_145355
Operon2690	OMAKBKMK_04130	kdgK	Cluster_136367
Operon2690	OMAKBKMK_04131	Unknown_Gene	Cluster_136367
Operon2691	OMAKBKMK_04132	kdgR	NO_CLUSTER_ASSOCIATION_FOUND
Operon2692	OMAKBKMK_04133	Unknown_Gene	Cluster_49701
Operon2692	OMAKBKMK_04134	Unknown_Gene	Cluster_49701
Operon2692	OMAKBKMK_04135	Unknown_Gene	Cluster_49701
Operon2693	OMAKBKMK_04136	nicP_10	Cluster_152502
Operon2694	OMAKBKMK_04137	nicT_3	Cluster_142117
Operon2695	OMAKBKMK_04138	yrdA_3	Cluster_116343
Operon2695	OMAKBKMK_04139	uctC_4	Cluster_116343
Operon2695	OMAKBKMK_04140	yngG_2	Cluster_116343
Operon2696	OMAKBKMK_04141	gltC_4	Cluster_60899
Operon2697	OMAKBKMK_04142	hdfR_8	Cluster_60899
Operon2698	OMAKBKMK_04143	yajO_2	Cluster_119807
Operon2699	OMAKBKMK_04144	Unknown_Gene	Cluster_67588
Operon2699	OMAKBKMK_04145	Unknown_Gene	Cluster_67588
Operon2699	OMAKBKMK_04146	Unknown_Gene	Cluster_67588
Operon2700	OMAKBKMK_04147	Unknown_Gene	Cluster_136279
Operon2701	OMAKBKMK_04148	aam	Cluster_146184
Operon2701	OMAKBKMK_04149	proP_4	Cluster_146184
Operon2702	OMAKBKMK_04150	hipO_2	Cluster_12773
Operon2703	OMAKBKMK_04151	Unknown_Gene	Cluster_12773
Operon2704	OMAKBKMK_04152	Unknown_Gene	Cluster_75928
Operon2705	OMAKBKMK_04153	Unknown_Gene	Cluster_134874
Operon2706	OMAKBKMK_04154	Unknown_Gene	Cluster_3872
Operon2707	OMAKBKMK_04155	uvrA_2	Cluster_3872
Operon2708	OMAKBKMK_04156	Unknown_Gene	Cluster_126530
Operon2708	OMAKBKMK_04157	emrA_2	Cluster_126530
Operon2709	OMAKBKMK_04158	Unknown_Gene	Cluster_96767
Operon2710	OMAKBKMK_04159	Unknown_Gene	Cluster_9743
Operon2711	OMAKBKMK_04160	ycaD_5	Cluster_9743
Operon2712	OMAKBKMK_04161	Unknown_Gene	Cluster_108528
Operon2712	OMAKBKMK_04162	Unknown_Gene	Cluster_108528
Operon2712	OMAKBKMK_04163	Unknown_Gene	Cluster_108528
Operon2713	OMAKBKMK_04164	allE	Cluster_59277
Operon2714	OMAKBKMK_04165	Unknown_Gene	Cluster_124742
Operon2715	OMAKBKMK_04166	sodC	Cluster_57360
Operon2716	OMAKBKMK_04167	Unknown_Gene	Cluster_57360
Operon2716	OMAKBKMK_04168	Unknown_Gene	Cluster_57360
Operon2717	OMAKBKMK_04169	Unknown_Gene	Cluster_41969
Operon2718	OMAKBKMK_04170	cdhR_6	Cluster_112798
Operon2719	OMAKBKMK_04171	rhtB_3	Cluster_112798
Operon2720	OMAKBKMK_04172	Unknown_Gene	Cluster_118794
Operon2720	OMAKBKMK_04173	alkB	Cluster_118794
Operon2721	OMAKBKMK_04174	Unknown_Gene	Cluster_107887
Operon2722	OMAKBKMK_04175	csgG	Cluster_166504
Operon2722	OMAKBKMK_04176	Unknown_Gene	Cluster_166504
Operon2722	OMAKBKMK_04177	csgE	Cluster_166504
Operon2722	OMAKBKMK_04178	Unknown_Gene	Cluster_166504
Operon2722	OMAKBKMK_04179	pulG	Cluster_166504
Operon2722	OMAKBKMK_04180	Unknown_Gene	Cluster_166504
Operon2722	OMAKBKMK_04181	sctC_2	Cluster_166504
Operon2722	OMAKBKMK_04182	Unknown_Gene	Cluster_166504
Operon2722	OMAKBKMK_04183	Unknown_Gene	Cluster_166504
Operon2722	OMAKBKMK_04184	Unknown_Gene	Cluster_166504
Operon2722	OMAKBKMK_04185	Unknown_Gene	Cluster_166504
Operon2722	OMAKBKMK_04186	Unknown_Gene	Cluster_166504
Operon2723	OMAKBKMK_04187	walR_3	Cluster_46139
Operon2724	OMAKBKMK_04188	surA_2	Cluster_83353
Operon2724	OMAKBKMK_04189	Unknown_Gene	Cluster_83353
Operon2725	OMAKBKMK_04190	Unknown_Gene	Cluster_38347
Operon2725	OMAKBKMK_04191	Unknown_Gene	Cluster_38347
Operon2725	OMAKBKMK_04192	Unknown_Gene	Cluster_38347
Operon2725	OMAKBKMK_04193	Unknown_Gene	Cluster_38347
Operon2726	OMAKBKMK_04194	Unknown_Gene	Cluster_38347
Operon2727	OMAKBKMK_04195	yohC_2	Cluster_127834
Operon2728	OMAKBKMK_04196	Unknown_Gene	Cluster_52613
Operon2729	OMAKBKMK_04197	Unknown_Gene	Cluster_116346
Operon2730	OMAKBKMK_04198	Unknown_Gene	Cluster_91311
Operon2730	OMAKBKMK_04199	eamB_2	Cluster_91311
Operon2731	OMAKBKMK_04200	Unknown_Gene	Cluster_91311
Operon2732	OMAKBKMK_04201	Unknown_Gene	Cluster_68684
Operon2733	OMAKBKMK_04202	bepF_2	Cluster_68684
Operon2733	OMAKBKMK_04203	oqxB7	Cluster_68684
Operon2733	OMAKBKMK_04204	ttgI_3	Cluster_68684
Operon2734	OMAKBKMK_04205	bepA_3	Cluster_59679
Operon2735	OMAKBKMK_04206	rcsC_12	Cluster_122575
Operon2736	OMAKBKMK_04207	rcsC_13	Cluster_26617
Operon2737	OMAKBKMK_04208	hchA_1	Cluster_26617
Operon2738	OMAKBKMK_04209	Unknown_Gene	Cluster_93230
Operon2739	OMAKBKMK_04210	hpd	Cluster_32570
Operon2740	OMAKBKMK_04211	pdeG	Cluster_32570
Operon2740	OMAKBKMK_04212	rarD_2	Cluster_32570
Operon2741	OMAKBKMK_04213	Unknown_Gene	Cluster_41338
Operon2742	OMAKBKMK_04214	eamB_3	Cluster_41338
Operon2743	OMAKBKMK_04215	rhaR_3	Cluster_86889
Operon2744	OMAKBKMK_04216	atoE	Cluster_84113
Operon2745	OMAKBKMK_04217	scoB	Cluster_165007
Operon2745	OMAKBKMK_04218	scoA	Cluster_165007
Operon2746	OMAKBKMK_04219	gltC_5	Cluster_89308
Operon2746	OMAKBKMK_04220	Unknown_Gene	Cluster_89308
Operon2747	OMAKBKMK_04221	dnaE2	Cluster_121901
Operon2747	OMAKBKMK_04222	imuB	Cluster_121901
Operon2747	OMAKBKMK_04223	Unknown_Gene	Cluster_121901
Operon2747	OMAKBKMK_04224	lexA_1	Cluster_121901
Operon2748	OMAKBKMK_04225	Unknown_Gene	Cluster_121901
Operon2749	OMAKBKMK_04226	Unknown_Gene	Cluster_103641
Operon2750	OMAKBKMK_04227	Unknown_Gene	Cluster_107851
Operon2751	OMAKBKMK_04228	ureG	Cluster_27388
Operon2751	OMAKBKMK_04229	ureF	Cluster_27388
Operon2751	OMAKBKMK_04230	Unknown_Gene	Cluster_27388
Operon2751	OMAKBKMK_04231	ureE	Cluster_27388
Operon2751	OMAKBKMK_04232	ureC	Cluster_27388
Operon2751	OMAKBKMK_04233	ureB	Cluster_27388
Operon2751	OMAKBKMK_04234	ureA	Cluster_27388
Operon2751	OMAKBKMK_04235	ureD	Cluster_27388
Operon2752	OMAKBKMK_04236	Unknown_Gene	Cluster_27388
Operon2752	OMAKBKMK_04237	Unknown_Gene	Cluster_27388
Operon2753	OMAKBKMK_04238	expZ	Cluster_74161
Operon2754	OMAKBKMK_04239	ilvE	Cluster_101887
Operon2755	OMAKBKMK_04240	cusR	Cluster_46640
Operon2755	OMAKBKMK_04241	sasA_15	Cluster_46640
Operon2756	OMAKBKMK_04242	cysS	Cluster_43580
Operon2756	OMAKBKMK_04243	glnS	Cluster_43580
Operon2757	OMAKBKMK_04244	Unknown_Gene	Cluster_43580
Operon2757	OMAKBKMK_04245	lpxH_2	Cluster_43580
Operon2758	OMAKBKMK_04246	pvdQ	Cluster_55515
Operon2759	OMAKBKMK_04247	Unknown_Gene	Cluster_55515
Operon2760	OMAKBKMK_04248	Unknown_Gene	Cluster_82936
Operon2761	OMAKBKMK_04249	Unknown_Gene	Cluster_82936
Operon2762	OMAKBKMK_04250	Unknown_Gene	Cluster_37128
Operon2763	OMAKBKMK_04251	Unknown_Gene	Cluster_142157
Operon2764	OMAKBKMK_04252	Unknown_Gene	Cluster_135956
Operon2765	OMAKBKMK_04253	tamB	Cluster_76424
Operon2765	OMAKBKMK_04254	tamA	Cluster_76424
Operon2765	OMAKBKMK_04255	Unknown_Gene	Cluster_76424
Operon2766	OMAKBKMK_04256	xthA_2	Cluster_76424
Operon2767	OMAKBKMK_04257	Unknown_Gene	Cluster_96766
Operon2767	OMAKBKMK_04258	sigR	Cluster_96766
Operon2768	OMAKBKMK_04259	srpA	Cluster_96766
Operon2768	OMAKBKMK_04260	yceJ_2	Cluster_96766
Operon2769	OMAKBKMK_04261	Unknown_Gene	Cluster_126612
Operon2770	OMAKBKMK_04262	puuR_2	Cluster_131889
Operon2771	OMAKBKMK_04263	nsaD	NO_CLUSTER_ASSOCIATION_FOUND
Operon2771	OMAKBKMK_04264	fabG_8	NO_CLUSTER_ASSOCIATION_FOUND
Operon2772	OMAKBKMK_04265	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2772	OMAKBKMK_04266	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2773	OMAKBKMK_04267	Unknown_Gene	Cluster_104708
Operon2774	OMAKBKMK_04268	ampC	Cluster_104708
Operon2775	OMAKBKMK_04269	Unknown_Gene	Cluster_31458
Operon2776	OMAKBKMK_04270	Unknown_Gene	Cluster_87719
Operon2777	OMAKBKMK_04271	Unknown_Gene	Cluster_88300
Operon2778	OMAKBKMK_04272	Unknown_Gene	Cluster_7913
Operon2779	OMAKBKMK_04273	Unknown_Gene	Cluster_8857
Operon2780	OMAKBKMK_04274	cdhR_7	Cluster_8857
Operon2781	OMAKBKMK_04275	Unknown_Gene	Cluster_129514
Operon2782	OMAKBKMK_04276	cynR_3	Cluster_99658
Operon2783	OMAKBKMK_04277	Unknown_Gene	Cluster_99658
Operon2784	OMAKBKMK_04278	Unknown_Gene	Cluster_45285
Operon2785	OMAKBKMK_04279	Unknown_Gene	Cluster_45285
Operon2786	OMAKBKMK_04280	Unknown_Gene	Cluster_41164
Operon2787	OMAKBKMK_04281	hcaR_2	Cluster_99527
Operon2788	OMAKBKMK_04282	argC_2	Cluster_99527
Operon2789	OMAKBKMK_04283	Unknown_Gene	Cluster_131374
Operon2790	OMAKBKMK_04284	Unknown_Gene	Cluster_38600
Operon2791	OMAKBKMK_04285	Unknown_Gene	Cluster_38600
Operon2792	OMAKBKMK_04286	Unknown_Gene	Cluster_51016
Operon2793	OMAKBKMK_04287	Unknown_Gene	Cluster_27559
Operon2794	OMAKBKMK_04288	hsaB_1	Cluster_27559
Operon2795	OMAKBKMK_04289	tgnB	Cluster_141306
Operon2796	OMAKBKMK_04290	Unknown_Gene	Cluster_37529
Operon2797	OMAKBKMK_04291	tgnD_2	Cluster_138873
Operon2797	OMAKBKMK_04292	tgnC	Cluster_138873
Operon2797	OMAKBKMK_04293	hsaB_2	Cluster_138873
Operon2798	OMAKBKMK_04294	Unknown_Gene	Cluster_59490
Operon2799	OMAKBKMK_04295	nanR_2	Cluster_125223
Operon2799	OMAKBKMK_04296	nudC_2	Cluster_125223
Operon2800	OMAKBKMK_04297	rcsC_14	Cluster_113495
Operon2801	OMAKBKMK_04298	rcsC_15	Cluster_17464
Operon2802	OMAKBKMK_04299	Unknown_Gene	Cluster_17464
Operon2803	OMAKBKMK_04300	Unknown_Gene	Cluster_46458
Operon2804	OMAKBKMK_04301	Unknown_Gene	Cluster_91036
Operon2805	OMAKBKMK_04302	pncA	Cluster_91036
Operon2805	OMAKBKMK_04303	pncB2_2	Cluster_91036
Operon2806	OMAKBKMK_04304	cmpR_9	Cluster_109920
Operon2807	OMAKBKMK_04305	Unknown_Gene	Cluster_109920
Operon2808	OMAKBKMK_04306	ppnN	Cluster_154013
Operon2809	OMAKBKMK_04307	Unknown_Gene	Cluster_129265
Operon2810	OMAKBKMK_04308	pssA	Cluster_71677
Operon2811	OMAKBKMK_04309	cdhR_8	Cluster_71677
Operon2812	OMAKBKMK_04310	proP_5	Cluster_107165
Operon2813	OMAKBKMK_04311	Unknown_Gene	Cluster_46653
Operon2814	OMAKBKMK_04312	katG	Cluster_30161
Operon2815	OMAKBKMK_04313	ribN	Cluster_49918
Operon2816	OMAKBKMK_04314	dkgB_1	Cluster_49918
Operon2817	OMAKBKMK_04315	Unknown_Gene	Cluster_91930
Operon2818	OMAKBKMK_04316	Unknown_Gene	Cluster_102209
Operon2819	OMAKBKMK_04317	Unknown_Gene	Cluster_151822
Operon2820	OMAKBKMK_04318	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2821	OMAKBKMK_04319	rhaS_11	NO_CLUSTER_ASSOCIATION_FOUND
Operon2822	OMAKBKMK_04320	nicS_1	Cluster_71535
Operon2823	OMAKBKMK_04321	Unknown_Gene	Cluster_9650
Operon2824	OMAKBKMK_04322	abaF_4	Cluster_9650
Operon2825	OMAKBKMK_04323	Unknown_Gene	Cluster_59540
Operon2826	OMAKBKMK_04324	pcpR_4	Cluster_91931
Operon2827	OMAKBKMK_04325	pmpR_2	Cluster_118924
Operon2828	OMAKBKMK_04326	puuB_6	Cluster_45727
Operon2828	OMAKBKMK_04327	uhpC	Cluster_45727
Operon2829	OMAKBKMK_04328	cmpR_10	Cluster_45727
Operon2830	OMAKBKMK_04329	Unknown_Gene	Cluster_142530
Operon2831	OMAKBKMK_04330	tam_1	Cluster_34784
Operon2832	OMAKBKMK_04331	gabP_3	Cluster_37318
Operon2833	OMAKBKMK_04332	hisC_5	Cluster_37318
Operon2834	OMAKBKMK_04333	Unknown_Gene	Cluster_7220
Operon2834	OMAKBKMK_04334	Unknown_Gene	Cluster_7220
Operon2835	OMAKBKMK_04335	Unknown_Gene	Cluster_11505
Operon2836	OMAKBKMK_04336	Unknown_Gene	Cluster_118406
Operon2837	OMAKBKMK_04337	codA_1	Cluster_45858
Operon2837	OMAKBKMK_04338	Unknown_Gene	Cluster_45858
Operon2837	OMAKBKMK_04339	codB	Cluster_45858
Operon2838	OMAKBKMK_04340	Unknown_Gene	Cluster_85890
Operon2839	OMAKBKMK_04341	Unknown_Gene	Cluster_85890
Operon2840	OMAKBKMK_04342	Unknown_Gene	Cluster_24821
Operon2841	OMAKBKMK_04343	cpg2	Cluster_99849
Operon2842	OMAKBKMK_04344	glcC	Cluster_61305
Operon2843	OMAKBKMK_04345	Unknown_Gene	Cluster_61305
Operon2843	OMAKBKMK_04346	Unknown_Gene	Cluster_61305
Operon2843	OMAKBKMK_04347	lutA	Cluster_61305
Operon2843	OMAKBKMK_04348	Unknown_Gene	Cluster_61305
Operon2844	OMAKBKMK_04349	Unknown_Gene	Cluster_62527
Operon2845	OMAKBKMK_04350	Unknown_Gene	Cluster_73619
Operon2846	OMAKBKMK_04351	bktB	Cluster_73619
Operon2846	OMAKBKMK_04352	Unknown_Gene	Cluster_73619
Operon2846	OMAKBKMK_04353	Unknown_Gene	Cluster_73619
Operon2847	OMAKBKMK_04354	nrsf	Cluster_60103
Operon2847	OMAKBKMK_04355	sigF	Cluster_60103
Operon2848	OMAKBKMK_04356	Unknown_Gene	Cluster_60103
Operon2848	OMAKBKMK_04357	Unknown_Gene	Cluster_60103
Operon2848	OMAKBKMK_04358	Unknown_Gene	Cluster_60103
Operon2848	OMAKBKMK_04359	Unknown_Gene	Cluster_60103
Operon2849	OMAKBKMK_04360	Unknown_Gene	Cluster_91035
Operon2850	OMAKBKMK_04361	ttgR_2	Cluster_136772
Operon2851	OMAKBKMK_04362	xyl3A	Cluster_156972
Operon2851	OMAKBKMK_04363	Unknown_Gene	Cluster_156972
Operon2852	OMAKBKMK_04364	xpsE	Cluster_12724
Operon2852	OMAKBKMK_04365	epsF_2	Cluster_12724
Operon2852	OMAKBKMK_04366	xcpT_2	Cluster_12724
Operon2852	OMAKBKMK_04367	gspH	Cluster_12724
Operon2852	OMAKBKMK_04368	Unknown_Gene	Cluster_12724
Operon2852	OMAKBKMK_04369	Unknown_Gene	Cluster_12724
Operon2852	OMAKBKMK_04370	Unknown_Gene	Cluster_12724
Operon2852	OMAKBKMK_04371	Unknown_Gene	Cluster_12724
Operon2852	OMAKBKMK_04372	Unknown_Gene	Cluster_12724
Operon2852	OMAKBKMK_04373	Unknown_Gene	Cluster_12724
Operon2852	OMAKBKMK_04374	xpsD	Cluster_12724
Operon2853	OMAKBKMK_04375	mtlD	Cluster_18866
Operon2854	OMAKBKMK_04376	Unknown_Gene	Cluster_60088
Operon2855	OMAKBKMK_04377	Unknown_Gene	Cluster_53754
Operon2856	OMAKBKMK_04378	nanT_3	Cluster_53754
Operon2856	OMAKBKMK_04379	btuD_7	Cluster_53754
Operon2856	OMAKBKMK_04380	Unknown_Gene	Cluster_53754
Operon2857	OMAKBKMK_04381	Unknown_Gene	Cluster_81838
Operon2858	OMAKBKMK_04382	kynB	Cluster_138291
Operon2858	OMAKBKMK_04383	denD	Cluster_138291
Operon2858	OMAKBKMK_04384	Unknown_Gene	Cluster_138291
Operon2858	OMAKBKMK_04385	Unknown_Gene	Cluster_138291
Operon2859	OMAKBKMK_04386	tetA	Cluster_151069
Operon2859	OMAKBKMK_04387	Unknown_Gene	Cluster_151069
Operon2859	OMAKBKMK_04388	hcf136_2	Cluster_151069
Operon2860	OMAKBKMK_04389	Unknown_Gene	Cluster_128171
Operon2860	OMAKBKMK_04390	Unknown_Gene	Cluster_128171
Operon2861	OMAKBKMK_04391	auaG	Cluster_89491
Operon2862	OMAKBKMK_04392	Unknown_Gene	Cluster_36256
Operon2862	OMAKBKMK_04393	Unknown_Gene	Cluster_36256
Operon2863	OMAKBKMK_04394	nodD2_3	Cluster_36256
Operon2864	OMAKBKMK_04395	Unknown_Gene	Cluster_67263
Operon2865	OMAKBKMK_04396	Unknown_Gene	Cluster_41444
Operon2866	OMAKBKMK_04397	hutI_3	Cluster_41444
Operon2866	OMAKBKMK_04398	Unknown_Gene	Cluster_41444
Operon2867	OMAKBKMK_04399	nodD2_4	Cluster_115674
Operon2868	OMAKBKMK_04400	Unknown_Gene	Cluster_66375
Operon2869	OMAKBKMK_04401	Unknown_Gene	Cluster_66375
Operon2869	OMAKBKMK_04402	livH_4	Cluster_66375
Operon2869	OMAKBKMK_04403	btuD_8	Cluster_66375
Operon2869	OMAKBKMK_04404	codA_2	Cluster_66375
Operon2870	OMAKBKMK_04405	Unknown_Gene	Cluster_135241
Operon2871	OMAKBKMK_04406	hpxW	Cluster_90712
Operon2872	OMAKBKMK_04407	Unknown_Gene	Cluster_90712
Operon2873	OMAKBKMK_04408	malT_3	Cluster_61707
Operon2874	OMAKBKMK_04409	Unknown_Gene	Cluster_61707
Operon2875	OMAKBKMK_04410	Unknown_Gene	Cluster_135967
Operon2876	OMAKBKMK_04411	Unknown_Gene	Cluster_54657
Operon2877	OMAKBKMK_04412	pcaR_3	Cluster_69681
Operon2878	OMAKBKMK_04413	aroE_2	Cluster_69681
Operon2878	OMAKBKMK_04414	kstD_1	Cluster_69681
Operon2878	OMAKBKMK_04415	Unknown_Gene	Cluster_69681
Operon2878	OMAKBKMK_04416	kstD_2	Cluster_69681
Operon2879	OMAKBKMK_04417	Unknown_Gene	Cluster_153241
Operon2880	OMAKBKMK_04418	iolX	Cluster_75721
Operon2881	OMAKBKMK_04419	iclR	Cluster_66208
Operon2882	OMAKBKMK_04420	kstD_3	Cluster_66208
Operon2883	OMAKBKMK_04421	nicP_11	Cluster_90731
Operon2884	OMAKBKMK_04422	nicT_4	Cluster_56201
Operon2885	OMAKBKMK_04423	nicF	Cluster_27706
Operon2885	OMAKBKMK_04424	maiA	Cluster_27706
Operon2885	OMAKBKMK_04425	nicD	Cluster_27706
Operon2885	OMAKBKMK_04426	nicC	Cluster_27706
Operon2886	OMAKBKMK_04427	nicX	Cluster_27706
Operon2887	OMAKBKMK_04428	nicR	Cluster_139032
Operon2888	OMAKBKMK_04429	nicA	Cluster_72921
Operon2888	OMAKBKMK_04430	nicB	Cluster_72921
Operon2889	OMAKBKMK_04431	nicS_2	Cluster_30897
Operon2890	OMAKBKMK_04432	Unknown_Gene	Cluster_30897
Operon2891	OMAKBKMK_04433	Unknown_Gene	Cluster_41174
Operon2892	OMAKBKMK_04434	gabP_4	Cluster_41174
Operon2893	OMAKBKMK_04435	Unknown_Gene	Cluster_101558
Operon2894	OMAKBKMK_04436	pgrR_3	Cluster_119129
Operon2895	OMAKBKMK_04437	hemL_2	Cluster_137604
Operon2896	OMAKBKMK_04438	nepI_2	Cluster_65906
Operon2897	OMAKBKMK_04439	psdht	Cluster_124752
Operon2898	OMAKBKMK_04440	Unknown_Gene	Cluster_47319
Operon2899	OMAKBKMK_04441	nspC	Cluster_47319
Operon2900	OMAKBKMK_04442	Unknown_Gene	Cluster_132129
Operon2901	OMAKBKMK_04443	tam_2	Cluster_48792
Operon2902	OMAKBKMK_04444	Unknown_Gene	Cluster_48792
Operon2902	OMAKBKMK_04445	Unknown_Gene	Cluster_48792
Operon2903	OMAKBKMK_04446	pupB	Cluster_75365
Operon2904	OMAKBKMK_04447	pxpC_2	Cluster_123255
Operon2904	OMAKBKMK_04448	Unknown_Gene	Cluster_123255
Operon2905	OMAKBKMK_04449	pxpA	Cluster_103637
Operon2906	OMAKBKMK_04450	cynR_4	Cluster_103637
Operon2907	OMAKBKMK_04451	Unknown_Gene	Cluster_125412
Operon2908	OMAKBKMK_04452	ribC	Cluster_102231
Operon2909	OMAKBKMK_04453	proP_6	Cluster_123281
Operon2910	OMAKBKMK_04454	hemB	Cluster_98827
Operon2911	OMAKBKMK_04455	cpdR_1	Cluster_156299
Operon2911	OMAKBKMK_04456	rcsC_16	Cluster_156299
Operon2911	OMAKBKMK_04457	cheB_5	Cluster_156299
Operon2911	OMAKBKMK_04458	cheR	Cluster_156299
Operon2911	OMAKBKMK_04459	rcsC_17	Cluster_156299
Operon2912	OMAKBKMK_04460	Unknown_Gene	NO_CLUSTER_ASSOCIATION_FOUND
Operon2913	OMAKBKMK_04461	cpdR_2	NO_CLUSTER_ASSOCIATION_FOUND
Operon2914	OMAKBKMK_04462	Unknown_Gene	Cluster_142158
Operon2915	OMAKBKMK_04463	nicP_12	Cluster_23761
Operon2916	OMAKBKMK_04464	Unknown_Gene	Cluster_23761
Operon2917	OMAKBKMK_04465	gloA	Cluster_51001
Operon2918	OMAKBKMK_04466	Unknown_Gene	Cluster_110590
Operon2919	OMAKBKMK_04467	sdhL	Cluster_52375
Operon2920	OMAKBKMK_04468	Unknown_Gene	Cluster_52375
Operon2921	OMAKBKMK_04469	Unknown_Gene	Cluster_64622
Operon2922	OMAKBKMK_04470	Unknown_Gene	Cluster_59678
Operon2923	OMAKBKMK_04471	pvdA	Cluster_59678
Operon2924	OMAKBKMK_04472	Unknown_Gene	Cluster_73367
Operon2924	OMAKBKMK_04473	Unknown_Gene	Cluster_73367
Operon2924	OMAKBKMK_04474	Unknown_Gene	Cluster_73367
Operon2924	OMAKBKMK_04475	Unknown_Gene	Cluster_73367
Operon2924	OMAKBKMK_04476	psaA	Cluster_73367
Operon2924	OMAKBKMK_04477	mntB	Cluster_73367
Operon2924	OMAKBKMK_04478	znuB_2	Cluster_73367
Operon2924	OMAKBKMK_04479	Unknown_Gene	Cluster_73367
Operon2925	OMAKBKMK_04480	Unknown_Gene	Cluster_148657
Operon2925	OMAKBKMK_04481	Unknown_Gene	Cluster_148657
Operon2926	OMAKBKMK_04482	lgrE	Cluster_108524
Operon2926	OMAKBKMK_04483	mbtH	Cluster_108524
Operon2927	OMAKBKMK_04484	Unknown_Gene	Cluster_128172
Operon2928	OMAKBKMK_04485	emrB	Cluster_45286
Operon2928	OMAKBKMK_04486	emrA_3	Cluster_45286
Operon2928	OMAKBKMK_04487	marR	Cluster_45286
Operon2929	OMAKBKMK_04488	Unknown_Gene	Cluster_45286
Operon2930	OMAKBKMK_04489	Unknown_Gene	Cluster_53755
Operon2931	OMAKBKMK_04490	mcpU_3	Cluster_53755
Operon2932	OMAKBKMK_04491	Unknown_Gene	Cluster_97855
Operon2932	OMAKBKMK_04492	Unknown_Gene	Cluster_97855
Operon2933	OMAKBKMK_04493	gstB_2	Cluster_36703
Operon2934	OMAKBKMK_04494	hchA_2	Cluster_14946
Operon2934	OMAKBKMK_04495	Unknown_Gene	Cluster_14946
Operon2935	OMAKBKMK_04496	adhP	Cluster_71536
Operon2936	OMAKBKMK_04497	Unknown_Gene	Cluster_71536
Operon2937	OMAKBKMK_04498	Unknown_Gene	Cluster_118409
Operon2938	OMAKBKMK_04499	argP_3	Cluster_81070
Operon2939	OMAKBKMK_04500	pucK	Cluster_81070
Operon2939	OMAKBKMK_04501	tadA_2	Cluster_81070
Operon2940	OMAKBKMK_04502	mhpT	Cluster_164242
Operon2940	OMAKBKMK_04503	Unknown_Gene	Cluster_164242
Operon2941	OMAKBKMK_04504	atsA	Cluster_43778
Operon2941	OMAKBKMK_04505	Unknown_Gene	Cluster_43778
Operon2942	OMAKBKMK_04506	dmdC_5	Cluster_133754
